,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
4643,2021,Dodge,Challenger,R/T Scat Pack RWD,"$52,751",Gold Rush,6.4L V-8 Gas,RWD,gas,Automatic
4644,2021,Volkswagen,Jetta,S Manual,"$19,691",Pure White,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Manual
4645,2022,Acura,ILX,Premium Package,"$29,828",Modern Steel Metallic,2.4L Inline-4 Gas,FWD,Gas,Automatic
4646,2021,Jeep,Cherokee,Limited 4WD,"$39,814",Granite Crystal Metallic Clearcoat,3.2L V-6 Gas,4WD,Gas,Automatic
4647,2022,Acura,ILX,Premium/A-Spec Package,"$36,058",Apex Blue Pearl,2.4L Inline-4 Gas,FWD,Gas,Automatic
4648,2022,Volkswagen,Atlas,3.6L V6 SEL R-Line 4MOTION,"$49,394",Racing Green Metallic,3.6L V-6 Gas,AWD,Gas,Automatic
4649,2022,Honda,Accord,Sport 1.5T CVT,"$29,243",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4650,2022,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD","$48,697",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4651,2022,Jeep,Wagoneer,Series III 4WD,"$88,216",Baltic Gray Metallic Clearcoat,5.7L V-8 Hybrid,4WD,Hybrid,Automatic
4652,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$44,394",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4653,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$44,998",Flame Red Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4654,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$44,424",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4655,2022,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD","$59,829",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4656,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$44,998",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4657,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$45,098",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4658,2021,Mercedes-Benz,GLB,GLB 250,"$50,680",Denim Blue Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4659,2022,Honda,Ridgeline,RTL-E,"$44,699",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
4660,2021,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,"$94,029",Agate Black Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
4661,2021,Jeep,Gladiator,Willys Sport,"$43,132",Sarge Green Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4662,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$41,607",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4663,2022,Honda,HR-V,LX AWD,"$24,168",Lunar Silver Metallic,1.8L Inline-4 Gas,AWD,gas,Automatic
4664,2021,GMC,Sierra 1500,SLT Crew Cab Short Bed 2WD,"$59,205",White Frost Tricoat,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
4665,2022,Kia,Sportage,LX AWD,"$25,827",Pacific Blue,2.4L Inline-4 Gas,AWD,gas,Automatic
4666,2022,Kia,Sportage,LX AWD,"$25,946",Sparkling Silver,2.4L Inline-4 Gas,AWD,gas,Automatic
4667,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$81,423",Black,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4668,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$52,923",Black,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
4669,2022,Mercedes-Benz,CLA,CLA 250 FWD,"$49,168",Mountain Grey Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4670,2021,Honda,Accord,LX 1.5T CVT,"$26,812",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4671,2021,Chrysler,Pacifica,Limited AWD,"$51,822",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,AWD,Gas,Automatic
4672,2022,Hyundai,Santa Fe,SEL FWD,"$36,443",Portofino Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic
4673,2022,Volkswagen,Taos,SEL 4MOTION,"$36,419",Pyrite Silver Metallic,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4674,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$46,513",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
4675,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$48,926",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
4676,2022,Mercedes-Benz,GLE,GLE 350 RWD,"$68,062",Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4677,2022,Honda,HR-V,EX FWD,"$25,716",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
4678,2022,Mercedes-Benz,GLE,GLE 350 RWD,"$63,335",Lunar Blue Metallic,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4679,2022,Hyundai,Kona,Limited FWD DCT,"$30,349",Ultra Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4680,2021,Jeep,Grand Cherokee,80th Anniversary 4WD,"$44,630",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4681,2021,Dodge,Charger,SXT RWD,"$31,738",Torred Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
4682,2022,Nissan,Frontier,PRO-X Crew Cab 2WD,"$40,467",Glacier White,3.8L V-6 Gas,RWD,Gas,Automatic
4683,2021,Nissan,Rogue,SL FWD,"$36,053",Boulder Gray Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
4684,2021,Chrysler,Pacifica,Touring L FWD,"$42,687",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4685,2021,Jeep,Gladiator,High Altitude,"$57,610",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4686,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$46,284",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4687,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$57,992",Shadow Gray Metallic,6.2L V-8 Gas,4WD,Gas,Automatic
4688,2022,Chevrolet,Bolt EUV,Premier,"$40,725",Summit White,L - Electric,FWD,Electric,Automatic
4689,2022,Nissan,Frontier,SV Crew Cab 2WD,"$37,870",Tactical Green Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
4690,2022,Nissan,Frontier,PRO-X Crew Cab 2WD,"$38,117",Tactical Green Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
4691,2022,Mercedes-Benz,GLE,AMG GLE 53 4MATIC,"$86,699",Mojave Silver Metallic,3.0L Inline-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4692,2022,Honda,HR-V,EX-L AWD,"$29,480",Platinum White Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
4693,2021,Jeep,Grand Cherokee,L Limited 4WD,"$48,146",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4694,2021,Mercedes-Benz,C-Class,C 300 Sedan RWD,"$41,889",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4695,2021,Dodge,Durango,GT AWD,"$43,506",Granite Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
4696,2021,Dodge,Durango,SXT Plus AWD,"$43,152",Destroyer Gray Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
4697,2022,Chevrolet,Trailblazer,RS FWD,"$30,631",Mosaic Black Metallic,1.3L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
4698,2022,Kia,Soul,LX IVT,"$22,471",Snow White Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
4699,2022,Audi,Q5,Premium Plus S line SUV,"$54,440",Mythos Black Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
4700,2022,Hyundai,Santa Fe,SE AWD,"$32,626",Calypso Red,2.5L Inline-4 Gas,AWD,Gas,Automatic
4701,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$41,530",Bright White Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4702,2021,Dodge,Charger,GT RWD,"$32,648",Pitch Black Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
4703,2021,Nissan,Titan,SV Crew Cab 2WD,"$47,385",Glacier White,5.6L V-8 Gas,RWD,Gas,Automatic
4704,2021,Jeep,Gladiator,Overland,"$44,499",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4705,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,497",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
4706,2021,Kia,Forte,GT DCT,"$26,266",Aurora Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4707,2021,Jeep,Grand Cherokee,L Limited 4WD,"$48,673",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
4708,2022,Toyota,Camry,SE Automatic FWD,"$29,587",Midnight Black Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4709,2021,Toyota,RAV4,LE AWD,"$29,744",Magnetic Gray Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
4710,2022,Chevrolet,Tahoe,Z71 4WD,"$69,704",Black,5.3L V-8 Gas,4WD,Gas,Automatic
4711,2021,Mercedes-Benz,GLB,GLB 250,"$50,680",Denim Blue Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4712,2022,Honda,Ridgeline,RTL-E,"$44,699",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
4713,2021,Nissan,Murano,S FWD,"$35,226",Gun Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
4714,2021,Jeep,Grand Cherokee,Altitude 4WD,"$46,137",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
4715,2021,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,"$94,029",Agate Black Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
4716,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$41,607",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4717,2021,Acura,TLX,FWD with A-Spec Package,"$45,794",Platinum White Pearl,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4718,2019,Acura,TLX,3.5L SH-AWD with Technology Package,"$37,106",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
4719,2021,Jeep,Grand Cherokee,L Limited 4WD,"$51,245",Rocky Mountain Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4720,2021,Jeep,Grand Cherokee,L Limited 4WD,"$51,839",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4721,2021,Cadillac,XT4,Premium Luxury FWD,"$42,492",Twilight Blue Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4722,2021,Cadillac,XT4,Premium Luxury FWD,"$42,492",Stellar Black Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4723,2021,Ford,Mustang,GT Fastback,"$42,880",Carbonized Gray Metallic,5.0L V-8 Gas,RWD,Gas,Manual
4724,2021,Alfa,Romeo Stelvio,Ti AWD,"$45,922",Alfa Rosso,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4725,2021,Alfa,Romeo Giulia,Sprint AWD,"$42,503",Alfa Rosso,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4726,2021,Ford,Edge,SEL FWD,"$39,018",Burgundy Velvet Metallic Tinted Clearcoat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4727,2022,Ford,Transit Connect Wagon,XLT with Rear Liftgate,"$31,217",Frozen White,2.0L Inline-4 Gas,FWD,Gas,Automatic
4728,2022,Ford,Transit Connect Wagon,XL with Rear Symmetrical Doors,"$30,851",Frozen White,2.0L Inline-4 Gas,FWD,Gas,Automatic
4729,2021,Ford,Mustang,GT Fastback,"$38,366",Rapid Red Metallic Tinted Clearcoat,5.0L V-8 Gas,RWD,Gas,Manual
4730,2021,Ford,Mustang,GT Fastback,"$38,386",Shadow Black,5.0L V-8 Gas,RWD,Gas,Manual
4731,2021,Cadillac,XT4,Premium Luxury FWD,"$42,492",Shadow Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4732,2021,Jeep,Grand Cherokee,Laredo X RWD,"$41,797",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
4733,2021,Chevrolet,Blazer,2LT AWD,"$41,359",Summit White,3.6L V-6 Gas Turbocharged,AWD,Gas,Automatic
4734,2022,Ford,Transit Connect Wagon,XLT with Rear Liftgate,"$31,504",Frozen White,2.0L Inline-4 Gas,FWD,Gas,Automatic
4735,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$57,202",Oxford White,5.0L V-8 Gas,4WD,Gas,Automatic
4736,2021,Dodge,Charger,GT RWD,"$33,477",Sinamon Stick,3.6L V-6 Gas,RWD,gas,Automatic
4737,2022,Volvo,XC60,B5 Inscription FWD,"$55,360",Crystal White Metallic,2.0L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
4738,2021,Nissan,Titan,S Crew Cab 2WD,"$41,754",Glacier White,5.6L V-8 Gas,RWD,Gas,Automatic
4739,2021,Jeep,Grand Cherokee,L Limited 4WD,"$50,995",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4740,2021,Toyota,RAV4,LE FWD,"$29,291",Ruby Flare Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
4741,2022,Toyota,4Runner,SR5 Premium RWD,"$46,398",Magnetic Gray Metallic,4.0L V-6 Gas,RWD,Gas,Automatic
4742,2022,Hyundai,Kona,N Line FWD DCT,"$32,042",Ultra Black,1.6L Inline-4 Gas Turbocharged,FWD,gas,Automatic
4743,2022,Honda,Civic,Sport Sedan CVT,"$24,280",Meteorite Gray Metallic,2.0L Inline-4 Gas,FWD,gas,Automatic
4744,2021,Honda,Accord,Sport 1.5T CVT,"$28,995",Still Night Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4745,2022,Honda,HR-V,EX FWD,"$25,967",Modern Steel Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
4746,2022,Jeep,Wagoneer,Series III 4WD,"$85,992",Luxury White Pearlcoat,5.7L V-8 Hybrid,4WD,Hybrid,Automatic
4747,2022,Honda,Pilot,Touring 7-Passenger FWD,"$45,585",Modern Steel Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
4748,2022,Honda,CR-V,EX-L FWD,"$32,329",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4749,2021,Nissan,Murano,SL AWD,"$44,535",Gun Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
4750,2021,Dodge,Charger,SXT RWD,"$30,497",Go Mango,3.6L V-6 Gas,RWD,gas,Automatic
4751,2021,Jeep,Grand Cherokee,Limited RWD,"$46,803",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
4752,2021,Jeep,Gladiator,California Edition,"$48,784",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4753,2022,Chevrolet,Bolt EUV,LT,"$33,550",Silver Flare Metallic,L - Electric,FWD,Electric,Automatic
4754,2021,Dodge,Durango,SXT Plus AWD,"$43,600",Granite Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
4755,2022,Mitsubishi,Eclipse Cross,SE S-AWC,"$29,263",Red Diamond,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4756,2022,Mitsubishi,Eclipse Cross,SE S-AWC,"$30,149",Alloy Silver Metallic,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4757,2022,Mitsubishi,Eclipse Cross,SE S-AWC,"$28,811",Octane Blue Metallic,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4758,2022,Toyota,Highlander,XLE AWD,"$44,621",Blueprint,3.5L V-6 Gas,AWD,Gas,Automatic
4759,2022,Hyundai,Kona,SEL FWD Automatic,"$26,576",Cactus Fern,2.0L Inline-4 Gas,FWD,Gas,Automatic
4760,2021,Mazda,CX-5,Grand Touring AWD,"$34,335",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,gas,Automatic
4761,2021,Jeep,Gladiator,Rubicon,"$60,572",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Manual
4762,2021,Ford,Escape,SE AWD,"$32,119",Carbonized Gray Metallic,1.5L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
4763,2021,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD","$70,538",Granite Crystal Metallic Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
4764,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$41,751",Shadow Black,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4765,2022,Honda,HR-V,LX AWD,"$26,956",Platinum White Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
4766,2022,Honda,CR-V,EX AWD,"$33,915",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
4767,2021,Honda,Accord,Sport 1.5T CVT,"$30,750",Still Night Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4768,2022,Honda,Civic,Sport Sedan CVT,"$26,813",Crystal Black Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
4769,2022,Honda,HR-V,LX AWD,"$26,522",Crystal Black Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
4770,2022,Hyundai,Kona,N Line FWD DCT,"$32,042",Ultra Black,1.6L Inline-4 Gas Turbocharged,FWD,gas,Automatic
4771,2021,Jeep,Grand Cherokee,L Limited RWD,"$45,641",Bright White Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
4772,2021,Jeep,Grand Cherokee,L Limited RWD,"$45,975",Silver Zynith,3.6L V-6 Gas,RWD,Gas,Automatic
4773,2021,Jeep,Grand Cherokee,L Limited 4WD,"$48,273",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
4774,2020,Acura,RLX,Technology Package,"$51,953",Modern Steel Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
4775,2021,Mitsubishi,Mirage,ES Hatchback CVT,"$17,406",Wine Red Metallic,1.2L Inline-3 Gas,FWD,Gas,Automatic
4776,2021,Mazda,CX-5,Grand Touring AWD,"$33,563",Snowflake White Pearl Mica,2.5L Inline-4 Gas,AWD,gas,Automatic
4777,2022,Land,Rover Range Rover,Westminster SWB,"$121,091",Carpathian Grey Premium Metallic,3.0L Inline-6 Hybrid Supercharged and Turbocharged,4WD,Hybrid,Automatic
4778,2022,Kia,Niro EV,EX,"$44,486",Graphite Gray,L - Electric,FWD,Electric,Automatic
4779,2022,Land,Rover Range Rover,Westminster SWB,"$118,984",Santorini Black Metallic,3.0L Inline-6 Hybrid Supercharged and Turbocharged,4WD,Hybrid,Automatic
4780,2021,Chevrolet,Malibu,LT,"$29,717",Summit White,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4781,2021,Chevrolet,Malibu,LT,"$29,717",Summit White,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4782,2021,Honda,Accord,EX-L 1.5T CVT,"$33,669",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4783,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$84,163",Black,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4784,2022,Ford,Super Duty F-250,XLT Crew Cab 6.75' Box 4WD,"$92,404",Iconic Silver Metallic,6.7L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
4785,2021,Honda,Pilot,EX AWD,"$38,591",Steel Sapphire Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
4786,2022,Kia,Soul,LX IVT,"$21,302",Snow White Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
4787,2022,Hyundai,Kona,SEL FWD Automatic,"$26,576",Cactus Fern,2.0L Inline-4 Gas,FWD,Gas,Automatic
4788,2021,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD","$55,804",Bright White Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4789,2021,Ford,Escape,SE AWD,"$32,119",Carbonized Gray Metallic,1.5L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
4790,2021,Cadillac,XT4,Premium Luxury FWD,"$44,981",Radiant Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4791,2022,Chevrolet,Bolt EUV,Premier,"$39,171",Cherry Red Tintcoat,L - Electric,FWD,Electric,Automatic
4792,2021,Cadillac,XT4,Sport FWD,"$47,065",Crystal White Tricoat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4793,2022,Toyota,Tacoma,TRD Sport Double Cab 5' Bed V6 2WD Automatic,"$40,125",Magnetic Gray Metallic,3.5L V-6 Gas,RWD,Gas,Automatic
4794,2021,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD","$70,538",Granite Crystal Metallic Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
4795,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$41,751",Shadow Black,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4796,2022,Volvo,XC90,T6 Momentum 7-Passenger AWD,"$65,125",Onyx Black Metallic,2.0L Inline-4 Gas Supercharged and Turbocharged,AWD,Gas,Automatic
4797,2022,Volvo,XC90,T6 Inscription 6-Passenger AWD,"$72,963",Crystal White Metallic,2.0L Inline-4 Gas Supercharged and Turbocharged,AWD,Gas,Automatic
4798,2022,Mercedes-Benz,GLA,GLA 250 FWD,"$40,097",Night Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4799,2022,Hyundai,Tucson,SEL FWD,"$29,433",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
4800,2022,Hyundai,Santa Fe,SEL FWD,"$36,443",Portofino Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic
4801,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$64,237",Carbonized Gray Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
4802,2021,Dodge,Challenger,R/T Scat Pack RWD,"$52,751",Gold Rush,6.4L V-8 Gas,RWD,gas,Automatic
4803,2022,Hyundai,Tucson,SEL AWD,"$38,083",Quartz White,2.5L Inline-4 Gas,AWD,Gas,Automatic
4804,2022,Honda,CR-V,EX AWD,"$31,495",Lunar Silver Metallic,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
4805,2021,Hyundai,Sonata,SEL,"$27,941",Calypso Red,2.5L Inline-4 Gas,FWD,gas,Automatic
4806,2021,Hyundai,Sonata,SEL,"$26,052",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
4807,2021,Hyundai,Sonata,SEL,"$25,542",Portofino Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic
4808,2022,Mercedes-Benz,CLA,CLA 250 FWD,"$49,168",Mountain Grey Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4809,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$46,513",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
4810,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$48,926",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
4811,2022,Mercedes-Benz,GLE,GLE 350 RWD,"$68,062",Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4812,2021,Jeep,Gladiator,High Altitude,"$54,277",Snazzberry Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4813,2022,Ram,3500,Tradesman Crew Cab 8' Box 4WD,"$65,898",Bright White Clearcoat,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
4814,2021,Chevrolet,Malibu,LT,"$29,717",Summit White,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4815,2021,Chevrolet,Malibu,LT,"$29,717",Summit White,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4816,2022,Chevrolet,Bolt EUV,Premier,"$40,504",Ice Blue Metallic,L - Electric,FWD,Electric,Automatic
4817,2021,Mitsubishi,Mirage,ES Hatchback CVT,"$17,406",Wine Red Metallic,1.2L Inline-3 Gas,FWD,Gas,Automatic
4818,2021,Jeep,Grand Cherokee,80th Anniversary 4WD,"$45,313",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4819,2021,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$41,668",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4820,2021,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$41,891",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4821,2020,Acura,RLX,Technology Package,"$51,953",Modern Steel Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
4822,2021,Mitsubishi,Outlander Sport,GT 2.4 AWC CVT,"$29,252",Sunshine Orange Metallic,2.4L Inline-4 Gas,4WD,Gas,Automatic
4823,2021,Jeep,Cherokee,Altitude FWD,"$30,425",Bright White Clearcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
4824,2022,Honda,CR-V,EX-L FWD,"$32,802",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4825,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$84,163",Black,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4826,2022,Ford,Super Duty F-250,XLT Crew Cab 6.75' Box 4WD,"$92,404",Iconic Silver Metallic,6.7L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
4827,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$85,163",Lunar Blue Metallic,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4828,2022,Hyundai,Kona,Limited FWD DCT,"$29,744",Pulse Red,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4829,2022,Hyundai,Kona,Limited FWD DCT,"$30,177",Ultra Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4830,2021,Nissan,Kicks,SV,"$24,424",Scarlet Ember Tintcoat/Super Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4831,2021,Nissan,Rogue,SL FWD,"$36,502",Brilliant Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4832,2021,GMC,Yukon,AT4 4WD,"$72,945",Onyx Black,5.3L V-8 Gas,4WD,Gas,Automatic
4833,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 4WD","$47,449",Patriot Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4834,2022,Hyundai,Sonata,SE,"$27,253",Calypso Red,2.5L Inline-4 Gas,FWD,Gas,Automatic
