,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
4835,2021,Toyota,RAV4,Hybrid XLE AWD,"$33,573",Lunar Rock,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic
4836,2021,Nissan,Altima,2.5 SR FWD,"$27,678",Brilliant Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4837,2021,Ford,Explorer,XLT RWD,"$44,512",Agate Black Metallic,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4838,2022,Hyundai,Sonata,SEL Plus,"$32,310",Portofino Gray,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4839,2022,Hyundai,Elantra,SEL IVT,"$24,503",Intense Blue,2.0L Inline-4 Gas,FWD,Gas,Automatic
4840,2021,Jeep,Gladiator,High Altitude,"$54,856",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4841,2021,Jeep,Grand Cherokee,80th Anniversary 4WD,"$46,080",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4842,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$49,467",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4843,2022,Honda,Civic,Sport Sedan CVT,"$26,813",Crystal Black Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
4844,2022,Honda,HR-V,LX AWD,"$26,522",Crystal Black Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
4845,2022,Honda,CR-V,EX AWD,"$33,488",Modern Steel Metallic,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
4846,2022,Honda,HR-V,EX AWD,"$29,372",Lunar Silver Metallic,1.8L Inline-4 Gas,AWD,gas,Automatic
4847,2022,Honda,HR-V,EX AWD,"$29,796",Midnight Amethyst,1.8L Inline-4 Gas,AWD,gas,Automatic
4848,2022,Honda,HR-V,EX AWD,"$29,372",Lunar Silver Metallic,1.8L Inline-4 Gas,AWD,gas,Automatic
4849,2022,Honda,HR-V,Sport AWD,"$28,476",Milano Red,1.8L Inline-4 Gas,AWD,gas,Automatic
4850,2021,Nissan,Titan,SV Crew Cab 4WD,"$52,284",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
4851,2021,Honda,CR-V,EX-L AWD,"$36,971",Aegean Blue Metallic,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
4852,2022,Honda,HR-V,LX AWD,"$26,522",Lunar Silver Metallic,1.8L Inline-4 Gas,AWD,gas,Automatic
4853,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$53,945",Antimatter Blue Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
4854,2021,Ram,ProMaster City Cargo Van,Tradesman SLT,"$28,624",Black Metallic,2.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4855,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$47,795",Bright White Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4856,2021,Genesis,G80,3.5T RWD,"$58,934",Uyuni White,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic
4857,2022,Hyundai,Kona,Limited FWD DCT,"$29,679",Thunder Gray,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4858,2022,Hyundai,Tucson,SEL FWD,"$32,169",Calypso Red,2.5L Inline-4 Gas,FWD,Gas,Automatic
4859,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$46,555",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4860,2022,Toyota,Corolla,Hybrid LE CVT,"$27,426",Classic Silver Metallic,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic
4861,2021,Jeep,Gladiator,Rubicon,"$60,537",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4862,2021,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,"$64,962",Carbonized Gray Metallic,5.0L V-8 Gas Twin-Turbo,4WD,Gas,Automatic
4863,2021,Ford,Explorer,XLT RWD,"$43,104",Oxford White,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4864,2021,Chevrolet,Malibu,LT,"$30,258",Northsky Blue Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4865,2021,Mercedes-Benz,GLC,GLC 300 Coupe 4MATIC,"$69,995",Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4866,2021,Nissan,Rogue,Platinum FWD,"$39,199",Pearl White Tricoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
4867,2021,Acura,RDX,FWD with Technology Package,"$43,071",Performance Red Pearl,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4868,2022,Toyota,4Runner,SR5 Premium 4WD,"$49,267",Nautical Blue Metallic,4.0L V-6 Gas,4WD,Gas,Automatic
4869,2021,Nissan,Rogue,SL FWD,"$36,352",Boulder Gray Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
4870,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$58,223",Red Alert,5.6L V-8 Gas,4WD,Gas,Automatic
4871,2021,Nissan,Rogue,SV FWD,"$32,950",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
4872,2021,Nissan,Titan,SV Crew Cab 2WD,"$44,988",Super Black,5.6L V-8 Gas,RWD,Gas,Automatic
4873,2021,Nissan,Maxima,SV,"$38,843",Carnelian Red Tintcoat,3.5L V-6 Gas,FWD,Gas,Automatic
4874,2022,Chevrolet,Bolt EUV,Premier,"$41,123",Bright Blue Metallic,L - Electric,FWD,Electric,Automatic
4875,2022,Chevrolet,Silverado 1500 LTD,Custom Crew Cab Short Bed 4WD,"$46,779",Shadow Gray Metallic,2.7L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4876,2021,Mazda,CX-5,Grand Touring FWD,"$33,210",Jet Black Mica,2.5L Inline-4 Gas,FWD,gas,Automatic
4877,2022,Toyota,Corolla,LE CVT,"$22,853",Celestite,1.8L Inline-4 Gas,FWD,Gas,Automatic
4878,2022,Volkswagen,Taos,SEL FWD,"$32,356",Deep Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4879,2022,Honda,Civic,Sport Hatchback Manual,"$26,165",Platinum White Pearl,2.0L Inline-4 Gas,FWD,Gas,Manual
4880,2022,Hyundai,Tucson,SEL FWD,"$29,433",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
4881,2021,Nissan,Altima,2.5 SR FWD,"$27,873",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
4882,2021,Ford,F-150,XL SuperCab 6.5' Box 4WD,"$40,313",Oxford White,3.3L V-6 Gas,4WD,flex,Automatic
4883,2022,Kia,Sportage,LX FWD,"$24,908",Pacific Blue,2.4L Inline-4 Gas,FWD,gas,Automatic
4884,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$81,423",Black,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4885,2021,Nissan,Titan,SV Crew Cab 2WD,"$46,730",Super Black,5.6L V-8 Gas,RWD,Gas,Automatic
4886,2021,Jeep,Gladiator,High Altitude,"$54,277",Snazzberry Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4887,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$49,462",Graphite Grey Metallic,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
4888,2021,Nissan,Rogue Sport,SV FWD,"$27,336",Gun Metallic,2.0L Inline-4 Gas,FWD,Gas,Automatic
4889,2021,Nissan,Rogue,S AWD,"$29,279",Glacier White,2.5L Inline-4 Gas,AWD,Gas,Automatic
4890,2022,Honda,HR-V,LX FWD,"$22,595",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
4891,2021,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,"$66,551",Space White Metallic,5.0L V-8 Gas Twin-Turbo,4WD,Gas,Automatic
4892,2022,Honda,HR-V,LX AWD,"$24,295",Crystal Black Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
4893,2021,Nissan,Kicks,SV,"$23,654",Electric Blue/Super Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4894,2022,Ram,1500,"Laramie Crew Cab 5'7"" Box 2WD","$53,360",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4895,2022,Ram,1500,"Rebel Crew Cab 5'7"" Box 4WD","$57,114",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
4896,2021,Jeep,Grand Cherokee,L Limited 4WD,"$47,843",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4897,2021,Mercedes-Benz,Sprinter Cargo Van,"2500 High Roof V6 170"" RWD","$52,503",Arctic White,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
4898,2022,Mercedes-Benz,GLS,GLS 450 4MATIC,"$93,090",Obsidian Black Metallic,3.0L V-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
4899,2021,Chrysler,Pacifica,Touring L FWD,"$48,848",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4900,2022,Jeep,Compass,Latitude FWD,"$27,946",Bright White Clearcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
4901,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$45,595",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4902,2021,Chrysler,Pacifica,Touring L FWD,"$45,092",Velvet Red Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4903,2021,Jeep,Grand Cherokee,Laredo X 4WD,"$43,854",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4904,2022,Acura,MDX,Advance Package SH-AWD,"$62,366",Phantom Violet Pearl,3.5L V-6 Gas,AWD,gas,Automatic
4905,2022,Acura,MDX,Advance Package SH-AWD,"$61,867",Fathom Blue Pearl,3.5L V-6 Gas,AWD,gas,Automatic
4906,2022,Acura,MDX,Standard SH-AWD,"$50,635",Platinum White Pearl,3.5L V-6 Gas,AWD,gas,Automatic
4907,2022,Acura,MDX,A-Spec Package SH-AWD,"$58,839",Gray,3.5L V-6 Gas,AWD,gas,Automatic
4908,2022,Volkswagen,Atlas,2.0T SE with Technology 4MOTION,"$43,512",Pure White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4909,2022,Toyota,Camry,SE Automatic FWD,"$28,281",Celestial Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4910,2022,Jeep,Compass,Latitude 4WD,"$28,710",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
4911,2022,Honda,Pilot,Special Edition FWD,"$41,518",Platinum White Pearl,3.5L V-6 Gas,FWD,Gas,Automatic
4912,2022,Volvo,S60,B5 Inscription AWD,"$46,422",Denim Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
4913,2022,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD","$59,146",Billet Silver Metallic Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
4914,2022,Hyundai,Venue,SE IVT,"$20,609",Green Apple,1.6L Inline-4 Gas,FWD,gas,Automatic
4915,2021,Mercedes-Benz,Sprinter Cargo Van,"3500XD High Roof V6 170"" Extended RWD","$65,607",Jet Black,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
4916,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 2WD","$42,439",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4917,2021,Chrysler,Pacifica,Touring FWD,"$39,483",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4918,2022,Ram,1500,"Big Horn Crew Cab 5'7"" Box 2WD","$49,612",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4919,2022,Honda,Civic,Sport Sedan CVT,"$26,466",Lunar Silver Metallic,2.0L Inline-4 Gas,FWD,gas,Automatic
4920,2022,Honda,Accord,Sport 1.5T CVT,"$29,281",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4921,2022,Honda,Accord,Sport 1.5T CVT,"$29,281",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4922,2022,Honda,HR-V,Sport FWD,"$24,823",Modern Steel Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
4923,2022,Jeep,Wagoneer,Series III 4WD,"$85,992",Baltic Gray Metallic Clearcoat,5.7L V-8 Hybrid,4WD,Hybrid,Automatic
4924,2022,Jeep,Wagoneer,Series III 4WD,"$85,992",Luxury White Pearlcoat,5.7L V-8 Hybrid,4WD,Hybrid,Automatic
4925,2022,Jeep,Compass,Latitude 4WD,"$27,907",Bright White Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
4926,2021,Volkswagen,Tiguan,2.0T S FWD,"$25,906",Platinum Gray Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4927,2021,GMC,Sierra 1500,Elevation with 3SB Crew Cab Short Bed 4WD,"$72,771",Onyx Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
4928,2021,Honda,Accord,LX 1.5T CVT,"$26,812",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4929,2022,Chevrolet,Bolt EUV,LT,"$33,550",Silver Flare Metallic,L - Electric,FWD,Electric,Automatic
4930,2021,Dodge,Durango,SXT Plus AWD,"$43,600",Granite Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
4931,2022,Kia,Niro EV,EX Premium,"$45,715",Runway Red,L - Electric,FWD,Electric,Automatic
4932,2021,Ram,1500,"Limited Crew Cab 5'7"" Box 2WD","$69,511",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4933,2022,Hyundai,Tucson,SEL FWD,"$28,390",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
4934,2021,Jeep,Wrangler,Unlimited Sport S,"$52,771",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4935,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$57,080",Satin Steel Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
4936,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$53,057",Mosaic Black Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
4937,2022,Chevrolet,Tahoe,LT 4WD,"$65,284",Summit White,5.3L V-8 Gas,4WD,Gas,Automatic
4938,2022,Chevrolet,Tahoe,LT 4WD,"$65,284",Black,5.3L V-8 Gas,4WD,Gas,Automatic
4939,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$53,107",Satin Steel Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
4940,2021,Ram,ProMaster Cargo Van,"2500 High Roof 159""","$43,893",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4941,2021,Jeep,Grand Cherokee,L Limited 4WD,"$48,673",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
4942,2022,Toyota,Camry,SE Automatic FWD,"$29,587",Midnight Black Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4943,2021,Toyota,RAV4,LE AWD,"$29,744",Magnetic Gray Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
4944,2021,Toyota,RAV4,Hybrid XLE Premium AWD,"$38,316",Lunar Rock,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic
4945,2022,Toyota,4Runner,SR5 Premium RWD,"$48,114",Barcelona Red Metallic,4.0L V-6 Gas,RWD,Gas,Automatic
4946,2022,Toyota,Tacoma,SR Double Cab 5' Bed V6 4WD Automatic,"$38,428",Magnetic Gray Metallic,3.5L V-6 Gas,4WD,Gas,Automatic
4947,2021,Toyota,RAV4,LE FWD,"$28,855",Magnetic Gray Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4948,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$59,152",Deep Blue Pearl Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
4949,2021,Toyota,RAV4,LE FWD,"$28,647",Silver Sky Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4950,2022,Honda,Accord,Sport SE 1.5T CVT,"$31,253",San Marino Red,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4951,2021,Nissan,Rogue,SL FWD,"$36,352",Boulder Gray Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
4952,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$58,223",Red Alert,5.6L V-8 Gas,4WD,Gas,Automatic
4953,2021,Nissan,Rogue,SV FWD,"$32,950",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
4954,2021,Nissan,Titan,SV Crew Cab 2WD,"$44,988",Super Black,5.6L V-8 Gas,RWD,Gas,Automatic
4955,2021,Nissan,Maxima,SV,"$38,843",Carnelian Red Tintcoat,3.5L V-6 Gas,FWD,Gas,Automatic
4956,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$56,834",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
4957,2021,Mazda,CX-5,Grand Touring AWD,"$34,696",Sonic Silver Metallic,2.5L Inline-4 Gas,AWD,gas,Automatic
4958,2021,Mazda,Mazda3,Preferred 5-Door FWD,"$27,070",Soul Red Crystal Metallic,2.5L Inline-4 Gas,FWD,gas,Automatic
4959,2021,Chevrolet,Blazer,2LT AWD,"$40,133",Black,3.6L V-6 Gas Turbocharged,AWD,Gas,Automatic
4960,2022,Chevrolet,Bolt EV,2LT,"$35,475",Silver Flare Metallic,L - Electric,FWD,Electric,Automatic
4961,2022,Chevrolet,Bolt EUV,Premier,"$41,123",Bright Blue Metallic,L - Electric,FWD,Electric,Automatic
4962,2022,Chevrolet,Silverado 1500 LTD,Custom Crew Cab Short Bed 4WD,"$46,779",Shadow Gray Metallic,2.7L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
4963,2021,Jeep,Gladiator,Rubicon,"$53,881",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4964,2021,Mercedes-Benz,Sprinter Cargo Van,"2500 High Roof V6 170"" RWD","$52,503",Arctic White,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
4965,2021,Chrysler,Pacifica,Touring L FWD,"$48,848",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4966,2022,Jeep,Compass,Latitude FWD,"$27,946",Bright White Clearcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
4967,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$45,595",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4968,2021,Chrysler,Pacifica,Touring L FWD,"$45,092",Velvet Red Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4969,2021,Mercedes-Benz,Sprinter Cargo Van,"3500XD High Roof V6 170"" Extended RWD","$65,607",Jet Black,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
4970,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 2WD","$42,439",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4971,2021,Chrysler,Pacifica,Touring FWD,"$39,483",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
4972,2022,Ram,1500,"Big Horn Crew Cab 5'7"" Box 2WD","$49,612",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4973,2021,Acura,TLX,FWD with A-Spec Package,"$45,794",Platinum White Pearl,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4974,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$55,837",Rapid Red Metallic Tinted Clearcoat,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
4975,2021,Ford,Edge,Titanium AWD,"$48,983",Agate Black Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4976,2021,Dodge,Challenger,R/T RWD,"$40,939",White Knuckle Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
4977,2021,Dodge,Challenger,R/T Scat Pack RWD,"$47,964",Pitch Black Clearcoat,6.4L V-8 Gas,RWD,gas,Automatic
4978,2021,Ford,Mustang,GT Fastback,"$42,880",Carbonized Gray Metallic,5.0L V-8 Gas,RWD,Gas,Manual
4979,2021,Dodge,Challenger,R/T Scat Pack RWD,"$51,789",Octane Red Pearlcoat,6.4L V-8 Gas,RWD,gas,Automatic
4980,2021,Alfa,Romeo Stelvio,Ti AWD,"$45,922",Alfa Rosso,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4981,2021,Alfa,Romeo Giulia,Sprint AWD,"$42,503",Alfa Rosso,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
4982,2021,Cadillac,XT4,Premium Luxury FWD,"$42,492",Shadow Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4983,2022,Toyota,Camry,SE Automatic FWD,"$28,281",Celestial Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
4984,2022,Jeep,Compass,Latitude 4WD,"$28,710",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
4985,2021,Toyota,RAV4,XLE Premium FWD,"$32,080",Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic
4986,2021,Jeep,Gladiator,California Edition,"$53,937",Firecracker Red Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
4987,2022,Honda,Pilot,Special Edition FWD,"$41,518",Platinum White Pearl,3.5L V-6 Gas,FWD,Gas,Automatic
4988,2022,Volvo,S60,B5 Inscription AWD,"$46,422",Denim Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
4989,2022,Honda,Civic,Sport Sedan CVT,"$26,466",Lunar Silver Metallic,2.0L Inline-4 Gas,FWD,gas,Automatic
4990,2022,Volvo,S60,B5 Inscription AWD,"$48,677",Crystal White Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
4991,2022,Honda,Odyssey,EX-L,"$38,033",Obsidian Blue Pearl,3.5L V-6 Gas,FWD,Gas,Automatic
4992,2022,Honda,CR-V,EX-L FWD,"$32,453",Radiant Red Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
4993,2021,Dodge,Charger,SXT RWD,"$31,958",Sinamon Stick,3.6L V-6 Gas,RWD,gas,Automatic
4994,2021,Dodge,Challenger,R/T RWD,"$36,293",Indigo Blue,5.7L V-8 Gas,RWD,Gas,Manual
4995,2022,Honda,HR-V,LX FWD,"$22,595",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
4996,2022,Honda,HR-V,LX FWD,"$22,989",Platinum White Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
4997,2022,Honda,HR-V,EX-L FWD,"$27,564",Deep Ocean Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
4998,2022,Honda,Civic,EX Sedan CVT,"$26,872",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,gas,Automatic
4999,2022,Honda,HR-V,LX FWD,"$22,595",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
5000,2022,Honda,HR-V,LX FWD,"$22,595",Lunar Silver Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
5001,2022,Honda,HR-V,LX FWD,"$22,595",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
5002,2022,Honda,HR-V,EX FWD,"$26,181",Platinum White Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
5003,2022,Honda,HR-V,LX FWD,"$22,595",Modern Steel Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
5004,2022,Honda,HR-V,LX FWD,"$22,595",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
5005,2022,Honda,Civic,Sport Sedan CVT,"$26,330",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
5006,2022,Honda,Civic,Sport Hatchback CVT,"$25,955",Boost Blue Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
5007,2022,Honda,Civic,Sport Sedan CVT,"$24,658",Meteorite Gray Metallic,2.0L Inline-4 Gas,FWD,gas,Automatic
5008,2022,Honda,Accord,LX 1.5T CVT,"$28,238",Lunar Silver Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
5009,2021,Jeep,Wrangler,Unlimited Willys Sport,"$43,925",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5010,2021,BMW,X1,sDrive28i,"$40,881",Storm Bay Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
5011,2022,Chevrolet,Tahoe,Z71 4WD,"$69,704",Midnight Blue Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
5012,2021,Nissan,Murano,S FWD,"$35,226",Gun Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
5013,2021,Jeep,Grand Cherokee,Altitude 4WD,"$46,137",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
5014,2021,Jeep,Gladiator,Freedom,"$51,494",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5015,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,"$43,115",Agate Black Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
5016,2022,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD","$48,894",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
5017,2021,Jeep,Gladiator,Freedom,"$47,230",Firecracker Red Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5018,2021,Dodge,Charger,R/T RWD,"$39,675",Indigo Blue,5.7L V-8 Gas,RWD,gas,Automatic
5019,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,639",Baltic Gray Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5020,2021,Jeep,Grand Cherokee,Laredo X 4WD,"$44,332",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5021,2021,Ram,1500 Classic,"Tradesman Regular Cab 6'4"" Box 4WD","$41,540",Flame Red Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
5022,2022,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$46,129",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
5023,2022,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD","$48,697",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
5024,2021,Chrysler,Pacifica,Touring L FWD,"$42,688",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
5025,2021,Jeep,Grand Cherokee,L Limited 4WD,"$45,812",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
5026,2021,Dodge,Challenger,R/T RWD,"$39,439",Hellraisin,5.7L V-8 Gas,RWD,Gas,Automatic
5027,2021,Chrysler,Pacifica,Touring L FWD,"$42,688",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
5028,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$42,189",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
