,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type
9413,2018,Nissan,Rogue,SV FWD,Boerne,TX,58324,21677,SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9414,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Middle River,MD,407,48000,Pickup Truck,Agate Black Metallic,Black W/Medium Dark Slate,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9415,2015,Honda,Odyssey,Touring,Newark,NJ,195856,12900,Minivan,White Diamond Pearl,Gray,3.5L V-6 Gas,FWD,Gas,Automatic,1,Clean,3,Personal Use
9416,2017,Chevrolet,Camaro,LT with 1LT Convertible,Pensacola,FL,88936,23988,Convertible,Nightfall Gray Metallic,Jet Black,3.6L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,4,Rental Use
9417,2019,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Fort Worth,TX,59678,36990,Pickup Truck,Silver Ice Metallic,Jet Black,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
9418,2018,Ford,Explorer,XLT 4WD,Valparaiso,IN,32324,33333,SUV,Cinnamon Glaze Metallic,Ebony Black,2.3L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9419,2017,Ford,Expedition,Limited RWD,Seguin,TX,81557,31983,SUV,Shadow Black,Ebony,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
9420,2015,Hyundai,Sonata,SE 2.4L,Houston,TX,105954,11691,Sedan,Quartz White Pearl,Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Mixed Use
9421,2020,Jeep,Gladiator,Overland,San Antonio,TX,17938,49995,Pickup Truck,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9422,2018,Ford,F-150,Limited SuperCrew 5.5' Box 4WD,Columbia,TN,67835,48886,Pickup Truck,Shadow Black,Navy Pier,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9423,2019,Ford,Edge,SEL AWD,Greenwood,IN,36196,31788,SUV,Ruby Red Metallic Tinted Clearcoat,Ebony,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Personal Use
9424,2018,Honda,CR-V,EX FWD,Tustin,CA,19274,27995,SUV,Lunar Silver Metallic,Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
9425,2014,Dodge,Charger,SE RWD,Greeley,CO,108252,11997,Sedan,Bright White Clearcoat,Black/Lt Frost Beige,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,4,Mixed Use
9426,2017,Toyota,Tacoma,TRD Sport Double Cab 5' Bed V6 RWD Automatic,Miami,FL,42417,32998,Pickup Truck,Silver Sky Metallic,Black/Orange,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
9427,2019,Buick,Encore,Essence AWD,Memphis,TN,53382,18995,SUV,Quicksilver Metallic,Ebony,1.4L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Rental Use
9428,2017,Ford,Escape,SE 4WD,Kansas City,MO,63410,18400,SUV,Ruby Red Metallic Tinted Clearcoat,Unknown,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9429,2015,Chrysler,200,Limited FWD,Peoria,AZ,37276,15857,Sedan,Billet Silver Metallic Clearcoat,Linen/Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9430,2014,Ford,F-150,FX4 SuperCrew 5.5' Box 4WD,Denver,CO,138743,22577,Pickup Truck,White,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9431,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Cornelius,NC,27670,41698,Pickup Truck,Agate Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Fleet Use
9432,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Columbia,MD,27954,41500,Pickup Truck,Magnetic Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9433,2018,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,Englewood,CO,47885,31499,Pickup Truck,Summit White,Jet Black,4.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
9434,2016,Ford,Fusion,SE FWD,Raleigh,NC,48184,17998,Sedan,Shadow Black,Charcoal Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
9435,2019,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD",Vineland,NJ,51164,51995,Pickup Truck,Delmonico Red Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9436,2019,Kia,Sorento,EX V6 FWD,Watertown,NY,26489,28417,SUV,Platinum Graphite,Satin Black,3.3L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9437,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Union City,GA,67035,31488,Pickup Truck,White,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9438,2019,Toyota,RAV4,XLE FWD,Houston,TX,39713,28189,SUV,Magnetic Gray Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
9439,2018,BMW,X5,xDrive35i AWD,Morristown,NJ,29268,45897,SUV,Alpine White,Black,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
9440,2015,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Columbus,TX,88156,27241,Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,3,Personal Use
9441,2018,Toyota,RAV4,XLE FWD,Homestead,FL,21970,26000,SUV,Black,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9442,2018,Toyota,Camry,SE I4 Automatic,Laurel,MD,36936,24169,Sedan,Ruby Flare Pearl,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9443,2014,Kia,Sorento,LX I4 FWD,Fletcher,NC,129454,10230,SUV,Satin Metal,Beige,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9444,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Marietta,GA,10625,40250,Pickup Truck,White,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9445,2015,MINI,Hardtop,S Hardtop 2-Door,Lithia Springs,GA,52237,14997,Hatchback,British Racing Green Metallic,Carbon Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Manual,0,Clean,1,Personal Use
9446,2018,Volkswagen,Tiguan,SEL 4MOTION,Great Neck,NY,30830,26999,SUV,Pure White,Storm Gray,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
9447,2019,Honda,Civic,Sport Sedan Manual,San Bernardino,CA,49856,24995,Sedan,Platinum White Pearl,Unknown,2.0L Inline-4 Gas,FWD,Gas,Manual,0,Clean,1,Personal Use
9448,2017,Ford,Super Duty F-250,XLT Crew Cab 6.75' Bed 4WD,Castle Rock,CO,59142,45697,Pickup Truck,Silver,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
9449,2013,Hyundai,Elantra,GLS Sedan Automatic,Chantilly,VA,73622,11500,Sedan,Harbor Gray Metallic,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9450,2016,Chrysler,200,Limited FWD,Mcallen,TX,57744,15980,Sedan,Bright White Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9451,2018,Jeep,Grand Cherokee,Limited 4WD,Canton,GA,54286,34583,SUV,Bright White Clearcoat,Lt Frost Beige/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use
9452,2019,Toyota,Highlander,LE V6 FWD,Englewood,CO,35942,30591,SUV,Celestial Silver Metallic,Ash,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
9453,2014,Ram,3500 Chassis Cab,"4WD Crew Cab 172"" WB 60"" CA SLT",Murfreesboro,TN,362854,22495,Chassis Cab Truck,Black Clearcoat,Diesel Gray/Black,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,1,Personal Use
9454,2016,Mercedes-Benz,E-Class,E 350 Sport Sedan RWD,San Antonio,TX,101573,18999,Sedan,Black,Tan,3.5L V-6 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use
9455,2019,Ram,1500 Classic,"Express Quad Cab 6'4"" Box 4WD",Warrensburg,NY,25982,32599,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9456,2014,Chevrolet,Camaro,LS with 2LS Coupe,Killeen,TX,114063,14900,Coupe,Black,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,4,Personal Use
9457,2012,Acura,TL,FWD Automatic with Advance Package,Philadelphia,PA,66085,14894,Sedan,Gray,Gray,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use
9458,2017,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Michigan City,IN,179850,20995,Pickup Truck,Shadow Black,Dark Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9459,2017,Ford,Focus,SE Sedan,West Palm Beach,FL,66661,11998,Sedan,Magnetic Metallic,Charcoal Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Fleet Use
9460,2015,Nissan,Altima,2.5 SL,Bronx,NY,110960,8500,Sedan,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Personal Use
9461,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Brownsville,TN,72477,32999,Pickup Truck,Summit White,Jet Black,4.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9462,2018,Porsche,Macan,AWD,El Paso,TX,32956,46495,SUV,White,Black/Luxor Beige,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
9463,2018,Honda,CR-V,EX FWD,Gardena,CA,28868,27999,SUV,Lunar Silver Metallic,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
9464,2019,Toyota,Camry,SE Automatic,Fresno,CA,69218,24288,Sedan,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
9465,2018,Nissan,Altima,2.5 SR,Fresno,CA,31229,22995,Sedan,Pearl White,Sport Interior,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9466,2019,Nissan,Rogue,SV AWD,Keyport,NJ,16984,26495,SUV,Gun Metallic,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
9467,2015,Jeep,Wrangler,Unlimited Sport,Tallahassee,FL,112461,26999,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Manual,0,Clean,2,Personal Use
9468,2010,Toyota,FJ Cruiser,4WD Automatic,Norco,CA,268038,13999,SUV,Black,Dark Charcoal,4.0L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
9469,2020,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,Fort Worth,TX,17594,48990,Pickup Truck,Super White,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9470,2019,Volkswagen,Jetta,S Automatic,Bradenton,FL,52503,17999,Sedan,Pure White,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Mixed Use
9471,2014,Ford,Mustang,V6 Premium Coupe,Carrollton,TX,50607,17491,Coupe,Oxford White,Saddle,3.7L V-6 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use
9472,2019,Nissan,Frontier,SV Crew Cab 2WD Automatic,Wesley Chapel,FL,63229,23474,Pickup Truck,Gun Metallic,Steel,4.0L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Rental Use
9473,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Olathe,KS,111209,29568,Pickup Truck,Ingot Silver Metallic,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9474,2015,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Austin,TX,73703,32998,Pickup Truck,Gray,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
9475,2017,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",Torrington,CT,56020,30835,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9476,2020,Ford,Fusion,S FWD,El Paso,TX,4827,25100,Sedan,Velocity Blue Metallic,Medium Light Stone,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9477,2017,GMC,Sierra 1500,SLT Crew Cab Short Box 2WD,Sacramento,CA,88000,33998,Pickup Truck,Summit White,Jet Black,5.3L V-8 Hybrid,RWD,Hybrid,Automatic,0,Clean,1,Personal Use
9478,2014,Toyota,Camry,2014 L I4 Automatic,Duluth,GA,101958,12985,Sedan,White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use
9479,2018,Ford,Escape,SE 4WD,Canonsburg,PA,30716,21784,SUV,Ingot Silver Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9480,2017,Jeep,Wrangler,Unlimited Sport,Mesa,AZ,33183,36500,SUV,Rhino Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9481,2016,Hyundai,Elantra,Limited Sedan Automatic,Daphne,AL,158569,8430,Sedan,Phantom Black,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9482,2017,Ford,Fusion,SE FWD,Roseville,CA,64508,17555,Sedan,Ingot Silver,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use
9483,2017,Lexus,ES,ES 350,Phoenix,AZ,90088,21998,Sedan,Atomic Silver,Stratus Gray W/Linear,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9484,2020,Toyota,RAV4,LE FWD,Hollywood,FL,43386,29395,SUV,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9485,2015,Jeep,Wrangler,Unlimited Rubicon,Carson City,NV,79610,32589,SUV,Anvil Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9486,2018,Jeep,Renegade,Latitude 4WD,Smithfield,NC,102537,16998,SUV,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9487,2020,Kia,Optima,LX Automatic,Conroe,TX,48272,20991,Sedan,Gravity Grey,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
9488,2019,Jeep,Cherokee,Limited 4WD,Eatontown,NJ,26558,29999,SUV,Bright White Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9489,2017,Toyota,Camry,SE I4 Automatic,Hollywood,FL,36108,17991,Sedan,Blue,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use
9490,2019,Kia,Sorento,LX V6 AWD,Gainesville,FL,57392,23800,SUV,Passion Red,Stone Beige,3.3L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Mixed Use
9491,2018,Nissan,Altima,2.5 SR,Glenolden,PA,33499,20995,Sedan,Scarlet Ember,Sport Interior,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9492,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Peoria,AZ,21709,37859,Pickup Truck,Agate Black Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9493,2016,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Canton,GA,102431,28932,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9494,2016,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Fort Worth,TX,32961,33990,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
9495,2018,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Byron,GA,77224,42500,Pickup Truck,Summit White,Cocoa/Dune,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9496,2019,Lexus,ES,ES 350,Tampa,FL,18432,37500,Sedan,Silver Lining Metallic,Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9497,2021,Jeep,Wrangler,Unlimited Sahara High Altitude,Lima,OH,11554,49999,SUV,Firecracker Red Clearcoat,Black,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use
9498,2017,Ford,Super Duty F-250,XL SuperCab 8' Bed 4WD,Houston,TX,33125,40998,Pickup Truck,Oxford White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9499,2019,Honda,CR-V,LX FWD,Lemon Grove,CA,29880,27990,SUV,Modern Steel Metallic,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,1,Personal Use
9500,2010,Nissan,Rogue,S Krom Edition AWD,Plano,TX,121188,7000,SUV,Gotham Gray Metallic,Black,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,4,Fleet Use
9501,2020,Toyota,Corolla,LE CVT,Fort Worth,TX,23054,22590,Sedan,Super White,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9502,2018,Honda,Accord,Sport 1.5T CVT,Brooklyn,NY,33234,24417,Sedan,Modern Steel Metallic,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
9503,2018,GMC,Yukon,XL SLT 4WD,Odessa,TX,27158,57988,SUV,Iridium Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
9504,2015,Kia,Soul,+ Automatic,Granbury,TX,95427,10999,Hatchback,Alien Ii,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
9505,2019,Toyota,Corolla,SE Manual,Watertown,CT,25009,20000,Sedan,Classic Silver Metallic,Ash,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9506,2015,Kia,Optima,Hybrid EX,Huntington Beach,CA,65517,17987,Sedan,Aluminum Silver Metallic,Black,2.4L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,Clean,3,Personal Use
9507,2016,Nissan,Altima,2.5 SL,North Little Rock,AR,71132,16994,Sedan,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9508,2020,Kia,Sorento,LX FWD,Naples,FL,19143,26675,SUV,Gravity Grey,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9509,2016,Ford,Fusion,SE AWD,Chehalis,WA,94058,14850,Sedan,Oxford White,Charcoal Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,2,Fleet Use
9510,2003,Toyota,Highlander,V6 FWD,Las Vegas,NV,161600,5999,SUV,Silver,Gray,3.0L V-6 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use
9511,2016,Toyota,Corolla,LE CVT,Berkeley,CA,77865,15900,Sedan,Gray,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9512,2017,Nissan,Altima,2017.5 2.5 SR,Tucson,AZ,41504,17499,Sedan,Gun Metallic,Sport Interior,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9513,2020,Chevrolet,Camaro,LT with 1LT Coupe,Dallas,TX,43274,27097,Coupe,Summit White,Medium Ash Gray,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Rental Use
9514,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Fayetteville,NC,25181,42991,Pickup Truck,Magnetic Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use
9515,2019,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Broomfield,CO,39076,50000,Pickup Truck,Agate Black Metallic,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use
9516,2019,Lincoln,MKC,Select AWD,Blackwood,NJ,27193,29500,SUV,Infinite Black Metallic,Cappuccino,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
9517,2017,Toyota,Camry,SE I4 Automatic,Euless,TX,66214,16999,Sedan,Midnight Black Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9518,2018,Ford,Mustang,GT Fastback,Stafford,TX,9601,29499,Coupe,Shadow Black,Ebony,5.0L V-8 Gas,RWD,Gas,Manual,0,Clean,1,Personal Use
9519,2020,Toyota,Corolla,LE CVT,Boerne,TX,51377,20300,Sedan,Classic Silver Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Rental Use
9520,2014,Mercedes-Benz,E-Class,E 350 Coupe RWD,Fort Worth,TX,100361,15995,Coupe,Black,Black,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use
9521,2019,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Hot Springs National Park,AR,91455,40151,Pickup Truck,Ingot Silver,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9522,2018,BMW,3 Series,330i xDrive Sedan,Marlborough,MA,53422,28000,Sedan,Black Sapphire Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Personal Use
9523,2019,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Westbrook,ME,22854,38000,Pickup Truck,Agate Black,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9524,2014,Dodge,Challenger,SXT Automatic,Corpus Christi,TX,119580,14708,Coupe,Black Clearcoat,Dark Slate Gray,3.6L V-6 Gas,RWD,Gas,Automatic,1,Clean,3,Personal Use
9525,2015,Chevrolet,Silverado 1500,High Country Crew Cab Short Box 4WD,Van Nuys,CA,80781,35995,Pickup Truck,White Diamond Tricoat,Saddle,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9526,2013,Ford,F-150,XL SuperCab 6.5' Box 2WD,Downers Grove,IL,69624,17350,Pickup Truck,Silver,Grey,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
9527,2019,Ford,Super Duty F-250,XL 2WD SuperCab 6.75' Box,Live Oak,FL,79993,33995,Pickup Truck,White,Gray,6.2L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
9528,2018,Volkswagen,Tiguan,S FWD,Thousand Oaks,CA,28135,21750,SUV,Pure White,Storm Gray,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
9529,2016,Kia,Optima,LX,Dallas,GA,86000,12799,Sedan,Titanium Gray,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,4,Clean,1,Personal Use
9530,2018,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Cleveland,TN,45835,46995,Pickup Truck,Onyx Black,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,2,Clean,1,Personal Use
9531,2016,Chevrolet,Silverado 1500,WT Regular Cab Long Box 4WD,Jacksonville,FL,85654,20000,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,4.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
9532,2020,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,Lubbock,TX,28678,69557,Pickup Truck,Oxford White,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
9533,2020,Honda,Civic,LX Sedan CVT,Pinellas Park,FL,15645,21984,Sedan,Platinum White Pearl,Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
9534,2014,Ford,Explorer,XLT 4WD,Iowa City,IA,173259,9990,SUV,Ingot Silver Metallic,Unknown,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
9535,2017,Kia,Forte,LX Sedan Automatic,Houston,TX,76386,13400,Sedan,Clear White,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Fleet Use
9536,2017,Chrysler,Pacifica,Touring,Bradenton,FL,12804,24999,Minivan,Bright White Clearcoat,Black/Alloy,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9537,2015,Mercedes-Benz,GLA,GLA 250 4MATIC,Plano,TX,156480,14899,SUV,Polar Silver Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Personal Use
9538,2020,Toyota,Corolla,LE CVT,Bonita Springs,FL,50820,19985,Sedan,Barcelona Red Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
9539,2020,Kia,Soul,LX IVT,Deland,FL,29235,20998,Hatchback,Snow White Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9540,2018,Ford,Explorer,XLT 4WD,Forest City,PA,40349,33365,SUV,Oxford White,Medium Stone,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
9541,2019,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 2WD",Sierra Vista,AZ,27953,32595,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
9542,2019,Nissan,Altima,SR FWD,Miami,FL,37304,23985,Sedan,Glacier White,Charcoal Sport,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
9543,2020,Ford,Expedition,Max XLT RWD,Houston,TX,47029,46999,SUV,Iconic Silver Metallic,Ebony,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Rental Use
9544,2019,Toyota,Camry,SE Automatic,Tampa,FL,54065,22991,Sedan,Supersonic Red,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
9545,2020,Chevrolet,Silverado 1500,LT Trail Boss Crew Cab Short Bed 4WD,Fox Lake,IL,16452,49991,Pickup Truck,Red Hot,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
