,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type
2928,2015,Chevrolet,Silverado 1500,LTZ with 1LZ Crew Cab Standard Box 4WD,Sacramento,CA,62963,35999,Pickup Truck,Summit White,Cocoa/Dune,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2929,2004,Buick,LeSabre,Custom,Florence,SC,134160,3990,Sedan,White,Medium Gray,3.8L V-6 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use
2930,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Manhattan,KS,58562,36022,Pickup Truck,Silver,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
2931,2019,Toyota,Highlander,XLE V6 AWD,Pittsburgh,PA,28276,36401,SUV,Midnight Black Metallic,Black,3.5L V-6 Gas,AWD,Gas,Automatic,1,Clean,1,Personal Use
2932,2019,Toyota,Camry,SE Automatic,Winter Park,FL,33428,23989,Sedan,Supersonic Red,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
2933,2018,Ford,Explorer,XLT 4WD,Patchogue,NY,40009,26995,SUV,Magnetic Metallic,Ebony Black,2.3L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2934,2015,Chevrolet,Silverado 1500,LS Crew Cab Short Box 2WD,Lugoff,SC,119134,18722,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Personal Use
2935,2018,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Belmont,NC,29777,37800,Pickup Truck,Black Velvet,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Fleet Use
2936,2019,Dodge,Challenger,R/T Scat Pack RWD,Chula Vista,CA,20954,41245,Coupe,White Knuckle Clearcoat,Black,6.4L V-8 Gas,RWD,Gas,Manual,0,Clean,2,Personal Use
2937,2018,Toyota,Highlander,LE I4 FWD,Houston,TX,76140,24596,SUV,Ooh La La Rouge Mica,Black,2.7L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
2938,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Blackwood,NJ,42778,35200,Pickup Truck,Shadow Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2939,2019,Ram,1500 Classic,"Express Quad Cab 6'4"" Box 4WD",Attica,NY,17153,32713,Pickup Truck,Flame Red Clearcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2940,2020,Chevrolet,Silverado 1500,LT Crew Cab Short Bed 4WD,Indianapolis,IN,24542,42834,Pickup Truck,Silver Ice Metallic,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Mixed Use
2941,2020,Chevrolet,Silverado 1500,WT Regular Cab Long Bed 2WD,La Mesa,CA,20155,31900,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Fleet Use
2942,2018,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Goldsboro,NC,69371,43523,Pickup Truck,White Frost Tricoat,Cocoa/Dune,5.3L V-8 Hybrid,4WD,Hybrid,Automatic,0,Clean,1,Personal Use
2943,2019,Kia,Optima,LX,San Diego,CA,44748,21481,Sedan,Sparkling Silver,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
2944,2018,Toyota,Tacoma,TRD Sport Double Cab 5' Bed V6 4WD Automatic,Crossville,TN,50234,36381,Pickup Truck,Cement,Cement Gray,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use
2945,2013,Chevrolet,Cruze,LS Automatic,Elgin,IL,129418,6513,Sedan,Summit White,Jet Black/Medium Titanium,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
2946,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodbridge,VA,39632,36250,Pickup Truck,Shadow Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2947,2019,Toyota,Corolla,LE CVT,Boerne,TX,60482,17000,Sedan,Barcelona Red Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
2948,2011,Hyundai,Sonata,GLS 2.4L Automatic,Oklahoma City,OK,182100,3900,Sedan,Radiant Silver Metallic,Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
2949,2019,Dodge,Grand Caravan,SXT,Gilroy,CA,55102,20850,Minivan,Black Onyx Crystal Pearlcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
2950,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Hillsboro,OR,73624,41495,Pickup Truck,Magnetic Metallic,Black,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2951,2019,Ford,Edge,SEL FWD,Lufkin,TX,14681,31772,SUV,Oxford White,Dune,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
2952,2018,Mercedes-Benz,E-Class,E 300 Sedan RWD,San Jose,CA,29936,40347,Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Fleet Use
2953,2018,Hyundai,Sonata,SE 2.4L (SULEV),Pittsburg,CA,36774,19999,Sedan,Phantom Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
2954,2020,Honda,Civic,LX Sedan CVT,Woodway,TX,11236,23888,Sedan,Rallye Red,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,0,Personal Use
2955,2018,Mercedes-Benz,CLA,CLA 250 FWD,San Jose,CA,19441,27955,Sedan,Mountain Grey Metallic,Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
2956,2019,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,Vernon Rockville,CT,34801,45599,Pickup Truck,Black,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2957,2019,Jeep,Cherokee,Limited 4WD,Cortlandt Manor,NY,32666,29990,SUV,Granite Crystal Metallic Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2958,2019,Volkswagen,Jetta,S Automatic,Glendale,CA,65648,17298,Sedan,Platinum Gray Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Mixed Use
2959,2019,Ford,Edge,SEL AWD,Ocala,FL,55423,25797,SUV,Agate Black,Ebony,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Mixed Use
2960,2019,Mercedes-Benz,GLC,GLC 300 RWD,El Paso,TX,20122,40700,SUV,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
2961,2016,Chevrolet,Malibu,LT with 1LT,Norfolk,VA,25502,16700,Sedan,Silver Ice Metallic,Dark Atmosphere/Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Fleet Use
2962,2018,Jeep,Compass,Latitude 4WD,Manahawkin,NJ,50963,21772,SUV,Redline Pearlcoat,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
2963,2020,Toyota,Camry,SE FWD Automatic,Austin,TX,33241,26999,Sedan,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
2964,2018,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Tuscaloosa,AL,146402,30990,Pickup Truck,Silver Ice Metallic,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
2965,2008,Ford,F-150,XLT SuperCab 5.5' Box 4WD,Fort Lauderdale,FL,141355,8377,Pickup Truck,Red,Gray,5.4L V-8 Gas,4WD,Gas,Automatic,1,Clean,3,Personal Use
2966,2015,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Albuquerque,NM,80747,37995,Pickup Truck,Tuxedo Black Metallic,Unknown,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2967,2019,Kia,Optima,LX,Henderson,NV,32586,21000,Sedan,Horizon Blue,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
2968,2018,Hyundai,Tucson,Value AWD,Wappingers Falls,NY,75578,19992,SUV,Dazzling White,Gray,1.6L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
2969,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodbridge,VA,31816,36150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2970,2020,Chevrolet,Silverado 1500,LT Crew Cab Short Bed 4WD,Salinas,CA,13903,44775,Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use
2971,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Milwaukee,WI,109542,26774,Pickup Truck,Ingot Silver Metallic,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
2972,2017,Ford,Explorer,Limited FWD,Lindon,UT,90362,20500,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Mixed Use
2973,2012,Tesla,Model S,Performance RWD,Pueblo,CO,79960,34510,Hatchback,Sierra Black,Black,L - Electric,RWD,Electric,Automatic,0,Clean,3,Personal Use
2974,2018,Ford,Explorer,XLT 4WD,Jacksonville,NC,75731,28597,SUV,Oxford White,Medium Soft Ceramic,2.3L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
2975,2020,Kia,Forte,LXS IVT,Pensacola,FL,21711,18996,Sedan,Gravity Grey,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
2976,2018,Tesla,Model X,75D,San Diego,CA,33126,75995,SUV,Silver,Black,L - Electric,AWD,Electric,Automatic,0,Clean,1,Fleet Use
2977,2020,Toyota,Corolla,LE CVT,Houston,TX,46837,21389,Sedan,Black Sand Pearl,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
2978,2018,Buick,Encore,Preferred FWD,San Antonio,TX,18513,22000,SUV,Quicksilver Metallic,Ebony,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use
2979,2017,Chevrolet,Tahoe,LT 4WD,Dawsonville,GA,94867,38926,SUV,Silver Ice Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
2980,2017,Dodge,Journey,SE FWD,Deland,FL,100631,11898,SUV,Billet Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
2981,2018,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Fayetteville,NC,39891,43495,Pickup Truck,Black,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
2982,2015,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Grapevine,TX,130665,27000,Pickup Truck,Onyx Black,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
2983,2018,Chevrolet,Malibu,LT with 1LT,Houston,TX,89377,17991,Sedan,Blue Velvet Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Fleet Use
2984,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Chambersburg,PA,39684,36888,Pickup Truck,Race Red,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
2985,2019,Honda,Civic,LX Sedan CVT,Houston,TX,46382,13900,Sedan,Gray,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,3,Salvage History,3,Fleet Use
2986,2014,Honda,Accord,EX Sedan I4 CVT,Tomball,TX,153009,11495,Sedan,Modern Steel Metallic,Unknown,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
2987,2020,Ford,Explorer,Limited RWD,San Antonio,TX,57710,36800,SUV,Oxford White,Sandstone,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Rental Use
2988,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Fenton,MI,30712,37861,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
2989,2015,Nissan,Rogue Select,S FWD,Fort Worth,TX,105552,10995,SUV,Pearl White,Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
2990,2013,Mercedes-Benz,GL,GL 450 4MATIC,Seattle,WA,107007,18991,SUV,Black,Black,4.7L V-8 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,4,Mixed Use
2991,2018,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,Indianapolis,IN,44470,58000,Pickup Truck,Oxford White,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
2992,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Kernersville,NC,131832,18485,Pickup Truck,Red,Gray Cloth Seats,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
2993,2020,Nissan,Pathfinder,FWD SV,Lake City,FL,30114,27999,SUV,Glacier White,Charcoal,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
2994,2017,Ford,Escape,Titanium FWD,Stafford,TX,14629,21944,SUV,Magnetic Metallic,Charcoal Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
2995,2019,Kia,Optima,LX,Pinellas Park,FL,133146,14995,Sedan,Sparkling Silver,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Rental Use
2996,2015,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD",Smithfield,NC,74727,23998,Pickup Truck,Blue Streak Pearlcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,2,Clean,2,Fleet Use
2997,2019,Jeep,Cherokee,Latitude FWD,Austin,TX,31066,22750,SUV,Velvet Red Pearlcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
2998,2006,Ford,Econoline Commercial Cutaway,"E-450 158"" DRW",Hayward,CA,26147,20999,Chassis Cab Truck,Silver Metallic,Gray,6.0L V-8 Diesel,RWD,Diesel,Automatic,0,Clean,1,Personal Use
2999,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Chesterton,IN,25636,41777,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
3000,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Bensenville,IL,40619,37994,Pickup Truck,Black Velvet,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
3001,2018,Ford,Escape,SE 4WD,Auburn,IN,60946,20276,SUV,Oxford White,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
3002,2019,Nissan,Sentra,S CVT,Cockeysville,MD,49619,16440,Sedan,Gun Metallic,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
3003,2016,Kia,Soul,Base Automatic,Manchester,TN,91441,10399,Hatchback,Titanium Gray,Black,1.6L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,3,Fleet Use
3004,2019,Ford,Fusion,SE FWD,Phoenix,AZ,81667,16999,Sedan,Magnetic Metallic,Medium Light Stone,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,1,Personal Use
3005,2013,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,San Antonio,TX,107399,18962,Pickup Truck,Red,Steel Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Rental Use
3006,2018,Mazda,CX-5,Touring FWD,Newark,CA,16868,27995,SUV,Snowflake White Pearl Mica,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3007,2015,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Fort Worth,TX,34787,31990,Pickup Truck,Silver,Dk. Gray,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
3008,2017,Mercedes-Benz,C-Class,C 300 Sedan RWD,Opa Locka,FL,49546,25999,Sedan,Selenite Grey Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,3,Personal Use
3009,2015,Chevrolet,Malibu,LT with 1LT,Tomball,TX,89121,12990,Sedan,Summit White,Jet Black/Titanium,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Fleet Use
3010,2020,Toyota,Corolla,LE CVT,Winchester,VA,63098,17999,Sedan,Super White,Unknown,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
3011,2019,Chevrolet,Traverse,LT Cloth with 1LT FWD,Sarasota,FL,40238,33995,SUV,Summit White,Jet Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3012,2018,FIAT,500e,500e Hatchback,San Diego,CA,9037,14498,Hatchback,Metallo Gray,Black,L - Electric,FWD,Electric,Automatic,0,Clean,1,Personal Use
3013,2018,Jeep,Grand Cherokee,Limited RWD,Lubbock,TX,32811,31763,SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
3014,2018,Toyota,Camry,LE I4 Automatic,Portland,OR,86385,18495,Sedan,Black,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
3015,2007,Ford,Mustang,GT Deluxe Coupe,Addison,TX,85719,14995,Coupe,Black,Dark Charcoal,4.6L V-8 Gas,RWD,Gas,Automatic,0,Clean,5,Personal Use
3016,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Taylorville,IL,20314,43490,Pickup Truck,Magnetic Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
3017,2019,Nissan,Sentra,SV CVT,Houston,TX,49628,13990,Sedan,Brilliant Silver,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
3018,2016,Honda,Accord,LX Sedan I4 CVT,Clearwater,FL,104355,13900,Sedan,White Orchid Pearl,Ivory,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
3019,2019,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Grand Rapids,MI,78929,31590,Pickup Truck,Gray,Unknown,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
3020,2018,Jeep,Cherokee,Latitude FWD,Pleasanton,CA,108309,14988,SUV,Billet Silver Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3021,2019,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Lubbock,TX,56776,34400,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Unknown,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use
3022,2020,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Wilmington,NC,32842,49995,Pickup Truck,White,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use
3023,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Kokomo,IN,92814,35500,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
3024,2020,Honda,Civic,LX Sedan CVT,Flagstaff,AZ,7152,21503,Sedan,Gray,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3025,2019,Ford,Ranger,XLT SuperCrew 5' Box 2WD,Bryan,TX,21717,33888,Pickup Truck,Magnetic,Ebony,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
3026,2020,Jeep,Gladiator,Rubicon,Vallejo,CA,48976,49800,Pickup Truck,Billet Silver Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
3027,2020,Toyota,RAV4,XLE FWD,Gainesville,FL,23049,30300,SUV,Magnetic Gray Metallic,Light Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
3028,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 2WD,Spring,TX,48846,37994,Pickup Truck,Shadow Black,Black,5.0L V-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
3029,2018,Toyota,RAV4,XLE FWD,Granbury,TX,85915,21410,SUV,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3030,2018,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,Florence,KY,39935,33494,Pickup Truck,Summit White,Jet Black,4.3L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Fleet Use
3031,2015,Jeep,Grand Cherokee,Limited 4WD,Newport News,VA,109730,17900,SUV,Brilliant Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use
3032,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Newnan,GA,68018,35460,Pickup Truck,Silver,Xlt,5.0L V-8 Gas,4WD,Gas,Automatic,2,Clean,2,Rental Use
3033,2018,Toyota,Corolla,L CVT,West Palm Beach,FL,29338,15995,Sedan,Gray,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
3034,2017,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Raleigh,NC,94051,38995,Pickup Truck,Shadow Black,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,2,Personal Use
3035,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Rogers,AR,53461,37900,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
3036,2018,Ford,Focus,SE Sedan,Marysville,WA,60175,13971,Sedan,Oxford White,Charcoal Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Personal Use
3037,2019,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Schertz,TX,56664,36985,Pickup Truck,Satin Steel Metallic,Jet Black,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
3038,2019,Nissan,Versa,SV Sedan CVT,Clovis,CA,49507,16900,Sedan,Fresh Powder,Charcoal,1.6L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
3039,2018,Chevrolet,Equinox,LS with 1LS AWD,East Windsor,CT,150384,13995,SUV,Mosaic Black Metallic,Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
3040,2019,Toyota,RAV4,LE FWD,Tyler,TX,25938,29595,SUV,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3041,2018,Ford,Mustang,EcoBoost Fastback,Henderson,NV,32210,24991,Coupe,Shadow Black,Ebony,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
3042,2018,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 4WD Automatic,Portland,OR,21700,32495,Pickup Truck,Super White,Black,3.5L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
3043,2017,Nissan,Altima,2017.5 3.5 SL,Prescott,AZ,51542,21117,Sedan,Brilliant Silver,Charcoal,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
3044,2010,Toyota,Corolla,LE Automatic,San Jose,CA,125193,9295,Sedan,Red,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3045,2017,Ford,Explorer,XLT 4WD,Addison,IL,125638,18950,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
3046,2019,Ford,Ranger,XLT SuperCrew 5' Box 2WD,Escondido,CA,29908,29998,Pickup Truck,Ingot Silver,Ebony,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
3047,2018,Nissan,Rogue,SV AWD,Keyport,NJ,55515,22495,SUV,Caspian Blue,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
3048,2019,Mazda,CX-5,Touring FWD,Murrieta,CA,13685,26977,SUV,Machine Gray Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3049,2016,Ford,Mustang,GT Fastback,El Paso,TX,58118,31200,Coupe,Shadow Black,Ebony,5.0L V-8 Gas,RWD,Gas,Manual,0,Clean,2,Personal Use
3050,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Lennox,SD,36158,47777,Pickup Truck,Black,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
3051,2018,Jeep,Wrangler,Unlimited Sport S (JL),Glen Mills,PA,33198,39637,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
3052,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Red Springs,NC,27812,39000,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Fleet Use
3053,2018,Nissan,Murano,SL AWD,Naperville,IL,46917,27557,SUV,Pearl White,Graphite,3.5L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
3054,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Cornelius,NC,40275,33990,Pickup Truck,Black Velvet,Medium Earth Gray,3.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Fleet Use
3055,2018,Chevrolet,Silverado 1500,LT Double Cab Standard Box 2WD,Pensacola,FL,68069,27998,Pickup Truck,Summit White,Jet Black,4.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,3,Rental Use
3056,2018,Toyota,Camry,SE I4 Automatic,Pompano Beach,FL,15921,23991,Sedan,Predawn Gray Mica,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
3057,2020,Kia,Soul,LX IVT,Austin,TX,12352,19905,Hatchback,Snow White Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
3058,2018,Chevrolet,Malibu,LT with 1LT,Comanche,TX,62276,20790,Sedan,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use
