,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type,cpo
3675,2020,Kia,Optima,LX Automatic,Austin,TX,"94,811","$18,516",Sedan,Sparkling Silver,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3676,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Clarksville,TN,"87,669","$44,747",Pickup Truck,Black,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3677,2018,Kia,Optima,EX,Alhambra,CA,"30,932","$20,988",Sedan,Platinum Graphite,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3678,2019,Honda,Accord,Sport 1.5T CVT,Placentia,CA,"49,710","$23,988",Sedan,Gray,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use,True
3679,2018,Ford,Escape,SE FWD,Oklahoma City,OK,"47,556","$16,750",SUV,Ingot Silver Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,1,Fleet Use,True
3680,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Louisville,KY,"10,217","$45,980",Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3681,2017,Ford,Fusion,Hybrid SE FWD,Hawthorne,CA,"50,547","$16,997",Sedan,Oxford White,Black,2.0L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,Clean,3,Mixed Use,True
3682,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),El Cajon,CA,"101,411","$12,499",Sedan,Electric Blue,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,5,Fleet Use,True
3683,2018,BMW,X5,xDrive35i AWD,Westbury,NY,"43,300","$40,495",SUV,Space Gray Metallic,Black,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Personal Use,True
3684,2016,Ford,Focus,SE Sedan,Brooklyn,NY,"81,017","$8,450",Sedan,Shadow Black,Charcoal Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,3,Personal Use,True
3685,2020,Nissan,Altima,2.5 SR FWD,Flagstaff,AZ,"25,972","$23,534",Sedan,Pearl White Tricoat,Charcoal Sport,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3686,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Birmingham,AL,"35,858","$54,000",Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3687,2019,Kia,Optima,LX,Gardena,CA,"30,292","$21,343",Sedan,Horizon Blue,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Rental Use,True
3688,2016,Ford,Fusion,SE FWD,Blue Springs,MO,"119,670","$11,719",Sedan,Gray,Dune,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
3689,2018,Jeep,Grand Cherokee,Limited RWD,Palm Coast,FL,"33,805","$29,869",SUV,Billet Silver Metallic Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3690,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Picayune,MS,"149,300","$29,900",Pickup Truck,White,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3691,2018,Toyota,RAV4,LE AWD,Newport Beach,CA,"45,000","$19,999",SUV,Unknown,Unknown,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3692,2017,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6 4WD Automatic,Norco,CA,"70,658","$36,899",Pickup Truck,Black,Graphite W/Gun Metal,3.5L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
3693,2019,Toyota,4Runner,SR5 4WD,Coeur D Alene,ID,"17,148","$49,995",SUV,Blizzard Pearl,Black Graphite,4.0L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3694,2017,Hyundai,Santa Fe Sport,Base 2.4L FWD,Houston,TX,"105,803","$12,399",SUV,Marlin Blue,Beige,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Mixed Use,True
3695,2019,Mercedes-Benz,GLC,GLC 300 4MATIC,Wilkes Barre,PA,"38,606","$37,699",SUV,Polar White,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3696,2019,Toyota,Camry,LE Automatic,Laurel,MD,"51,402","$22,659",Sedan,Predawn Gray Mica,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
3697,2004,Cadillac,DeVille,Sedan,Jacksonville,FL,"142,751","$5,000",Sedan,Crimson Pearl,Shale,4.6L V-8 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3698,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Miami,FL,"49,877","$25,164",Sedan,Black,Silk Beige/Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,3,Personal Use,True
3699,2019,Volkswagen,Jetta,S Automatic,Newnan,GA,"63,150","$16,960",Sedan,White Silver Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3700,2016,Dodge,Challenger,R/T Plus,Largo,FL,"81,522","$25,500",Coupe,Pitch Black Clearcoat,Black,5.7L V-8 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
3701,2020,Hyundai,Santa Fe,SE 2.4L FWD,San Antonio,TX,"61,063","$24,200",SUV,Twilight Black,Unknown,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
3702,2014,Ford,Escape,SE FWD,Durham,NC,"64,642","$14,983",SUV,Tuxedo Black,Charcoal Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
3703,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Carrollton,TX,"51,994","$29,830",Sedan,Black,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3704,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Fort Wayne,IN,"35,689","$39,255",Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3705,2019,Jeep,Cherokee,Limited 4WD,Lakewood,NJ,"30,346","$26,495",SUV,Bright White Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
3706,2021,Jeep,Wrangler,Unlimited Sahara High Altitude,Tampa,FL,"12,861","$48,983",SUV,Firecracker Red Clearcoat,Black,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3707,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Greenfield,MA,"19,110","$41,919",Pickup Truck,Agate Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3708,2019,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L FFV 4WD,Tomball,TX,"44,632","$43,495",Pickup Truck,Super White,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3709,2007,Chevrolet,Tahoe,LT RWD,Fredericksburg,VA,"203,931","$6,990",SUV,White,Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Fleet Use,True
3710,2015,Chrysler,200,S FWD,Everett,WA,"104,030","$9,990",Sedan,Black Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Mixed Use,True
3711,2015,Jeep,Wrangler,Unlimited Sahara,Indianapolis,IN,"104,023","$27,719",SUV,Billet Silver Metallic Clearcoat,Unknown,3.6L V-6 Gas,4WD,Gas,Automatic,2,Clean,2,Personal Use,True
3712,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Murfreesboro,TN,"20,355","$41,275",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3713,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Wilmington,NC,"29,988","$44,988",Pickup Truck,Agate Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3714,2019,Nissan,Sentra,S CVT,Fort Worth,TX,"24,811","$18,590",Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3715,2015,Jeep,Grand Cherokee,Limited RWD,Ocala,FL,"140,550","$15,308",SUV,Bright White Clearcoat,Lt Frost Beige/Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3716,2016,Dodge,Charger,SE RWD,Largo,FL,"93,250","$17,700",Sedan,Granite Pearlcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3717,2019,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Pocatello,ID,"38,338","$63,999",Pickup Truck,Silver,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3718,2018,Ford,Escape,SE FWD,Denison,TX,"25,512","$22,988",SUV,White Platinum Metallic Tri-Coat,Cashmere,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use,True
3719,2018,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,Irwin,PA,"73,627","$29,999",Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
3720,2019,Kia,Optima,LX,Pensacola,FL,"16,422","$22,937",Sedan,Snow White Pearl,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3721,2016,Ram,1500,"Outdoorsman Crew Cab 5'7"" Box 4WD",Woodland,CA,"79,511","$28,600",Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3722,2019,INFINITI,QX50,ESSENTIAL FWD,Pompano Beach,FL,"40,215","$31,991",SUV,Majestic White,Graphite,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3723,2018,Nissan,Altima,2.5 SL,El Cajon,CA,"75,491","$17,299",Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Rental Use,True
3724,2020,Jeep,Wrangler,Unlimited Sahara High Altitude,Port Richey,FL,"26,663","$44,909",SUV,Hellayella Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
3725,2020,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,Michigan Center,MI,"22,369","$45,272",Pickup Truck,Black,Gideon/Very Dark Atmosphere,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
3726,2018,Chrysler,300,Touring V6 RWD,Fort Worth,TX,"19,010","$22,990",Sedan,Bright White Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3727,2018,Hyundai,Elantra,SEL 2.0L Sedan Automatic (alt),Fresno,CA,"54,799","$17,495",Sedan,Galactic Gray,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3728,2019,Jeep,Wrangler,Unlimited Sport S,Bryan,TX,"88,450","$36,988",SUV,Black Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,2,Rental Use,True
3729,2014,BMW,X3,xDrive28i AWD,Arlington,TX,"110,022","$15,995",SUV,Jet Black,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,3,Fleet Use,True
3730,2020,Chrysler,Pacifica,Touring L FWD,Naperville,IL,"60,140","$30,125",Minivan,Maximum Steel Metallic Clearcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
3731,2015,Ford,Mustang,EcoBoost Premium Fastback,Odessa,TX,"119,247","$16,987",Coupe,Oxford White,Dark Saddle,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,2,Personal Use,True
3732,2018,GMC,Sierra 1500,Denali Crew Cab Short Box 2WD,Bradenton,FL,"101,046","$33,455",Pickup Truck,Red Quartz Tintcoat,Cocoa/Dark Sand,6.2L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use,True
3733,2018,Nissan,Sentra,SV CVT,Cockeysville,MD,"37,173","$16,490",Sedan,Brilliant Silver,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
3734,2014,Subaru,Outback,2.5i Auto,San Jose,CA,"71,434","$14,999",SUV,Satin White Pearl,Ivory,2.5L Flat-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3735,2018,Ford,Expedition,Limited RWD,Augusta,GA,"107,595","$36,266",SUV,Shadow Black,Ebony,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,2,Rental Use,True
3736,2002,Honda,Odyssey,LX,Sacramento,CA,"127,830","$4,999",Minivan,Taffeta White,Quartz,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3737,2014,Ford,Focus,SE Sedan,Jacksonville,FL,"65,313","$8,000",Sedan,Ingot Silver Metallic,Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3738,2019,Ram,1500 Classic,"Express Quad Cab 6'4"" Box 4WD",Attica,NY,"27,194","$33,687",Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3739,2012,Scion,xB,Base Automatic,Tucson,AZ,"152,920","$6,499",Wagon,Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
3740,2019,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Oklahoma City,OK,"72,167","$39,215",Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
3741,2015,BMW,X3,xDrive28i AWD,Largo,FL,"73,880","$18,500",SUV,Jet Black,Unknown,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,2,Fleet Use,True
3742,2012,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,Raleigh,NC,"201,893","$13,950",Pickup Truck,White,Unknown,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3743,2019,Nissan,Pathfinder,SV 4WD,Woodbury,NJ,"9,497","$32,025",SUV,Magnetic Black Pearl,Charcoal,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3744,2018,Jeep,Grand Cherokee,Limited 4WD,Cortlandt Manor,NY,"30,313","$34,499",SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3745,2020,Nissan,Altima,2.5 S FWD,Lake City,FL,"32,835","$22,515",Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Rental Use,True
3746,2019,Nissan,Sentra,S CVT,Roseville,CA,"29,417","$19,997",Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3747,2020,GMC,Sierra 1500,SLE Crew Cab Short Box 4WD,Albuquerque,NM,"49,499","$35,991",Pickup Truck,Dark Sky Metallic,Jet Black,2.7L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3748,2019,INFINITI,QX80,LUXE RWD,Dallas,TX,"29,245","$54,175",SUV,Black Obsidian,Graphite,5.6L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3749,2006,Toyota,Tundra,SR5 Access Cab V8 4WD Automatic,Englewood,CO,"295,615","$7,995",Pickup Truck,White,Gray,4.7L V-8 Gas,4WD,Gas,Automatic,1,Clean,4,Personal Use,True
3750,2019,Toyota,RAV4,XLE FWD,Denison,TX,"28,652","$32,484",SUV,Silver Sky Metallic,Light Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3751,2015,Toyota,Corolla,S CVT,San Antonio,TX,"116,295","$11,997",Sedan,Red,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,4,Rental Use,True
3752,2018,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,Daytona Beach,FL,"30,630","$34,448",Sedan,Black,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Personal Use,True
3753,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Merrillville,IN,"40,722","$38,438",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3754,2018,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Cape Girardeau,MO,"127,525","$26,599",Pickup Truck,Black Velvet,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
3755,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Manning,SC,"38,920","$36,486",Pickup Truck,Magnetic Metallic,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3756,2019,Nissan,Sentra,S CVT,Lebanon,OH,"69,187","$15,750",Sedan,Gun Metallic,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3757,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Birmingham,AL,"5,619","$54,555",Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3758,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 2WD",San Diego,CA,"18,745","$37,991",Pickup Truck,Delmonico Red Pearlcoat,Black,5.7L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3759,2015,Nissan,Rogue,SV FWD,Woodway,TX,"60,906","$15,999",SUV,Brilliant Silver,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3760,2017,Ram,1500,"Longhorn Crew Cab 5'7"" Box 4WD",Indianapolis,IN,"86,726","$34,605",Pickup Truck,Delmonico Red Pearlcoat,Brown/Lt Frost Beige,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3761,2016,Jeep,Wrangler,Unlimited Sport,Orlando,FL,"11,701","$33,500",SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Manual,0,Clean,1,Personal Use,True
3762,2014,Chevrolet,Cruze,LT with 1LT Automatic,Rio Linda,CA,"68,142","$10,999",Sedan,Black Granite Metallic,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3763,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Orlando,FL,"38,282","$41,995",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3764,2020,Nissan,Altima,2.5 S FWD,Clearwater,FL,"62,057","$19,377",Sedan,Glacier White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Rental Use,True
3765,2018,Honda,Accord,EX 1.5T CVT,Manahawkin,NJ,"14,676","$24,550",Sedan,Platinum White Pearl,Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3766,2019,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,Cary,NC,"35,450","$45,490",Pickup Truck,Shadow Gray Metallic,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3767,2019,Toyota,Corolla,LE CVT,Leander,TX,"24,843","$21,888",Sedan,Barcelona Red Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3768,2008,Kia,Optima,LX I4 Automatic,Denver,CO,"130,318","$4,695",Sedan,Red,Unknown,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
3769,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,North Brunswick,NJ,"37,122","$34,980",Pickup Truck,Shadow Black,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3770,2018,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Rosenberg,TX,"77,737","$34,998",Pickup Truck,Black,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3771,2016,Ford,Fusion,SE FWD,Madera,CA,"115,522","$11,500",Sedan,Ingot Silver,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3772,2017,Nissan,Altima,2.5 SV,Houston,TX,"91,585","$15,994",Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3773,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Canton,GA,"13,564","$50,888",Pickup Truck,Oxford White,Black,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3774,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,San Diego,CA,"35,211","$38,500",Pickup Truck,Red,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Rental Use,True
3775,2019,Toyota,Tacoma,SR Double Cab 5' Bed I4 2WD Automatic,Sebring,FL,"42,642","$28,999",Pickup Truck,Silver Sky Metallic,Unknown,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3776,2016,Kia,Soul,+ Automatic,Fort Lauderdale,FL,"111,344","$10,887",Hatchback,Fathom Blue,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
3777,2015,Lexus,GS,GS 350 RWD,Largo,FL,"110,159","$20,995",Sedan,Unknown,Unknown,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3778,2015,Ford,Focus,SE Hatchback,Harlingen,TX,"119,452","$6,995",Hatchback,Tuxedo Black,Charcoal Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3779,2018,Jeep,Grand Cherokee,Laredo RWD,Tampa,FL,"141,124","$18,988",SUV,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3780,2016,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",Shelby,NC,"64,261","$28,500",Pickup Truck,Maximum Steel Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use,True
3781,2019,Ford,Mustang,EcoBoost Fastback,Cocoa,FL,"20,746","$24,835",Coupe,Shadow Black,Ebony,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,2,Fleet Use,True
3782,2019,Ford,Edge,Titanium FWD,Cincinnati,OH,"31,520","$30,989",SUV,Blue Metallic,Dune,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3783,2014,Honda,Accord,Sport Sedan I4 CVT,Santa Ana,CA,"101,933","$15,992",Sedan,White Orchid Pearl,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3784,2016,Dodge,Charger,SE RWD,Costa Mesa,CA,"80,098","$18,990",Sedan,Bright White Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3785,2020,Honda,Accord,Sport 1.5T CVT,Brownsville,TX,"22,247","$29,995",Sedan,Crystal Black Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3786,2018,Mercedes-Benz,CLA,CLA 250 FWD,Fort Worth,TX,"30,393","$28,990",Sedan,Polar White,Sahara Beige/Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
3787,2020,Ford,F-150,Platinum SuperCrew 6.5' Box 4WD,Stockton,CA,"12,607","$59,995",Pickup Truck,Magnetic Metallic,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3788,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),Tallahassee,FL,"47,117","$14,988",Sedan,Shale Gray Metallic,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Fleet Use,True
3789,2019,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Lafayette,IN,"44,293","$54,658",Pickup Truck,Ingot Silver Metallic,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3790,2019,Chevrolet,Camaro,SS with 2SS Coupe,Houston,TX,"18,235","$45,488",Coupe,Summit White,Medium Ash Gray,6.2L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Mixed Use,True
3791,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Richardson,TX,"40,522","$30,995",Pickup Truck,Race Red,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3792,2014,Ford,F-150,STX Regular Cab 6.5' Box RWD,Rockville,MD,"76,615","$14,998",Pickup Truck,Blue,Gray,3.7L V-6 Gas,RWD,Gas,Automatic,1,Clean,5,Fleet Use,True
3793,2019,Mercedes-Benz,GLC,GLC 350e 4MATIC,Fremont,CA,"21,311","$43,250",SUV,Lunar Blue Metallic,Silk Beige,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3794,2010,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Indianapolis,IN,"150,851","$11,678",Pickup Truck,Black,Beige,4.6L V-8 Gas,4WD,Gas,Automatic,0,Clean,4,Personal Use,True
3795,2019,Toyota,Camry,L Automatic,Clermont,FL,"23,424","$23,649",Sedan,Midnight Black Metallic,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3796,2018,Toyota,RAV4,XLE AWD,Wappingers Falls,NY,"112,929","$21,990",SUV,Ruby Flare Pearl,Black,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,Clean,1,Personal Use,True
3797,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Libertyville,IL,"34,285","$39,777",Pickup Truck,Blue Streak Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
