,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type,cpo
1341,2010,Ford,F-150,FX4 SuperCrew 6.5' Box 4WD,Fort Lauderdale,FL,"89,522","$17,797",Pickup Truck,White,Black,5.4L V-8 Gas,4WD,Gas,Automatic,0,Clean,4,Personal Use,True
1342,2018,Ford,Edge,SEL FWD,Decatur,TX,"50,645","$24,277",SUV,Magnetic Metallic,Ebony,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1343,2018,Honda,CR-V,EX AWD,Riverhead,NY,"27,306","$26,246",SUV,Crystal Black Pearl,Ivory,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1344,2017,Chrysler,Pacifica,Touring L,Daytona Beach,FL,"50,456","$23,995",Minivan,Billet Silver Metallic Clearcoat,Black/Alloy,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1345,2016,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Roseville,CA,"74,074","$33,831",Pickup Truck,Siren Red Tintcoat,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use,True
1346,2015,Nissan,Rogue,S FWD,Houston,TX,"103,500","$8,999",SUV,Glacier White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use,True
1347,2018,Toyota,RAV4,XLE FWD,Punta Gorda,FL,"25,437","$25,988",SUV,Gray,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1348,2016,Chrysler,200,Limited FWD,Bryan,TX,"67,147","$16,888",Sedan,Black Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1349,2017,Honda,Accord,Sport Sedan CVT,Miami,FL,"47,119","$19,999",Sedan,White Orchid Pearl,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1350,2019,Ford,Escape,SE FWD,Henderson,NV,"5,155","$21,000",SUV,Magnetic Metallic,Medium Light Stone,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
1351,2018,Ford,Explorer,XLT FWD,Sanford,FL,"60,079","$26,495",SUV,White Platinum Metallic Tri-Coat,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1352,2018,Dodge,Challenger,R/T Scat Pack RWD,Jacksonville,FL,"15,338","$34,999",Coupe,Pitch Black Clearcoat,Black,6.4L V-8 Gas,RWD,Gas,Manual,0,Clean,1,Personal Use,True
1353,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Ames,IA,"64,686","$35,468",Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1354,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Tampa,FL,"48,295","$33,997",Pickup Truck,Stone Gray,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1355,2019,Dodge,Challenger,R/T Scat Pack RWD,Harlingen,TX,"40,451","$38,295",Coupe,Pitch Black Clearcoat,Black,6.4L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1356,2017,Honda,Accord,Sport Sedan CVT,Brooklyn,NY,"89,610","$18,086",Sedan,Crystal Black Pearl,Unknown,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,4,Personal Use,True
1357,2019,Dodge,Charger,SXT RWD,Phoenix,AZ,"38,546","$24,950",Sedan,Octane Red Pearlcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
1358,2016,Toyota,Camry,SE I4 Automatic,Poway,CA,"39,650","$17,232",Sedan,Ruby Flare Pearl,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Fleet Use,True
1359,2019,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Box 4WD,Keene,NH,"35,992","$38,983",Pickup Truck,Red Hot,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1360,2018,Chevrolet,Silverado 1500,LTZ Z71 Crew Cab Short Box 4WD,Augusta,GA,"58,501","$43,725",Pickup Truck,Black,Jet Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1361,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Ocala,FL,"54,698","$33,940",Pickup Truck,Black,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1362,2020,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Tucson,AZ,"20,800","$39,999",Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1363,2019,Ram,1500 Classic,"Tradesman Quad Cab 6'4"" Box 2WD",Marshall,TX,"24,687","$29,977",Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1364,2018,Toyota,RAV4,LE AWD,Lumberton,NC,"55,104","$22,487",SUV,Silver Sky Metallic,Unknown,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1365,2017,Honda,Civic,LX Sedan CVT,Alhambra,CA,"51,157","$19,988",Sedan,Crystal Black Pearl,Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1366,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lubbock,TX,"66,334","$39,749",Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1367,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Blue Springs,MO,"115,610","$30,999",Pickup Truck,Black,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1368,2016,Honda,Civic,LX Sedan CVT,Denville,NJ,"60,615","$13,995",Sedan,Crystal Black Pearl,Ivory,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1369,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Woodbridge,VA,"55,497","$34,477",Pickup Truck,Summit White,Dark Ash/Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1370,2019,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Hicksville,OH,"41,099","$33,996",Pickup Truck,Stone Gray Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
1371,2006,Scion,tC,Base Automatic,Sacramento,CA,"66,490","$8,499",Hatchback,Classic Silver Metallic,Dark Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,2,Personal Use,True
1372,2018,Ford,Edge,SEL AWD,Blackwood,NJ,"27,328","$25,295",SUV,Shadow Black,Dune,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1373,2018,Ford,Edge,SEL FWD,Branson,MO,"86,581","$17,999",SUV,Ingot Silver Metallic,Beige,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
1374,2016,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Jacksonville,FL,"113,895","$23,977",Pickup Truck,Black,Black,5.0L V-8 Gas,RWD,Gas,Automatic,1,Clean,4,Mixed Use,True
1375,2019,Nissan,Sentra,SV CVT,Woodbury,NJ,"24,115","$19,999",Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1376,2017,Chevrolet,Cruze,LT with 1SD Sedan Automatic,Mount Airy,NC,"11,413","$12,137",Sedan,Red Hot,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Mixed Use,True
1377,2020,Chevrolet,Silverado 1500,LT Crew Cab Standard Bed 4WD,Dunn,NC,"13,652","$44,935",Pickup Truck,Black,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1378,2018,Ford,Police Interceptor Utility,AWD,Indianapolis,IN,"99,967","$15,991",SUV,Oxford White,Charcoal Black,3.7L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1379,2019,Nissan,Altima,SR FWD,Fort Myers,FL,"23,959","$25,999",Sedan,Pearl White Tricoat,Charcoal Sport,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1380,2019,Jeep,Compass,Trailhawk 4WD,Gainesville,FL,"50,269","$23,500",SUV,Granite Crystal Metallic Clearcoat,Ruby Red/Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1381,2018,Chevrolet,Equinox,LT with 1LT FWD,Modesto,CA,"134,295","$14,650",SUV,Nightfall Gray Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Fleet Use,True
1382,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Saint Louis,MO,"36,101","$35,500",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1383,2019,Ram,1500 Classic,"Big Horn Crew Cab 6'4"" Box 2WD",Lubbock,TX,"48,474","$33,544",Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
1384,2018,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Hot Springs National Park,AR,"45,173","$43,553",Pickup Truck,Onyx Black,Cocoa/Dune,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1385,2015,Nissan,Altima,2.5 S,Mesa,AZ,"88,925","$11,900",Sedan,Red,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Theft History,3,Rental Use,True
1386,2017,Chevrolet,Traverse,LT with 2LT AWD,Reedley,CA,"76,417","$22,000",SUV,Mosaic Black Metallic,Ebony,3.6L V-6 Gas,AWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1387,2018,Ford,Fusion,SE FWD,Houston,TX,"59,520","$17,588",Sedan,Oxford White,Ebony,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Fleet Use,True
1388,2019,Volkswagen,Jetta,S Automatic,Orlando,FL,"61,909","$16,344",Sedan,Black Uni,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use,True
1389,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 6'4"" Box 2WD",El Paso,TX,"32,905","$35,900",Pickup Truck,Bright White Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1390,2016,Ford,Super Duty F-250,"XLT Crew Cab 156"" 4WD",Concord,CA,"149,646","$28,888",Pickup Truck,White,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1391,2020,Chevrolet,Equinox,LT with 1LT FWD,San Antonio,TX,"12,965","$28,995",SUV,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1392,2018,Chevrolet,Silverado 1500,LTZ Double Cab Standard Box 4WD,Cincinnati,OH,"53,755","$36,607",Pickup Truck,Black,Jet Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1393,2019,Volkswagen,Jetta,S Automatic,Saint Augustine,FL,"33,816","$19,000",Sedan,Pure White,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1394,2017,Kia,Forte,LX Sedan Automatic,Houston,TX,"50,619","$13,900",Sedan,Aurora Black,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
1395,2018,Ram,1500,"Tradesman Crew Cab 5'7"" Box 4WD",San Diego,CA,"55,801","$29,891",Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1396,2019,Ford,Fusion,Hybrid SE FWD,Fort Worth,TX,"112,142","$15,995",Sedan,White Platinum Metallic Tri-Coat,Gray,2.0L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,Clean,3,Rental Use,True
1397,2018,BMW,3 Series,330i Sedan RWD,Palm Coast,FL,"46,420","$24,359",Sedan,Grey,Unknown,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,2,Personal Use,True
1398,2020,Toyota,Corolla,LE CVT,Union City,GA,"41,474","$20,433",Sedan,Super White,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
1399,2018,Honda,Civic,EX-T Coupe Manual,Santa Rosa,CA,"54,588","$19,000",Coupe,Crystal Black Pearl,Black/Ivory,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Manual,0,Clean,1,Personal Use,True
1400,2015,Jeep,Wrangler,Unlimited Sport,Modesto,CA,"76,837","$29,989",SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1401,2019,Chevrolet,Traverse,Premier with 1LZ FWD,Carrollton,TX,"108,626","$31,995",SUV,Mosaic Black Metallic,Jet Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1402,2019,Honda,Accord,EX-L 1.5T CVT,Denison,TX,"14,471","$29,988",Sedan,Gray,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
1403,2019,Volkswagen,Jetta,S Automatic,Miami,FL,"53,717","$16,849",Sedan,Platinum Gray Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1404,2019,Toyota,4Runner,Limited RWD,Ocala,FL,"27,862","$35,990",SUV,Classic Silver Metallic,Black Graphite,4.0L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1405,2006,Toyota,Sienna,LE 7-Passenger FWD,Clarksville,TN,"115,611","$7,500",Minivan,Slate Metallic,Stone,3.3L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1406,2019,Toyota,RAV4,XLE Premium FWD,El Paso,TX,"41,500","$33,495",SUV,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1407,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Quakertown,PA,"26,536","$37,995",Pickup Truck,Agate Black Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
1408,2016,Ford,Fusion,SE FWD,Miami,FL,"39,725","$15,498",Sedan,Magnetic,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1409,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Yarmouth,ME,"76,110","$35,985",Pickup Truck,Shadow Black,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
1410,2015,Chrysler,200,Limited FWD,Pompano Beach,FL,"75,459","$11,595",Sedan,Black Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Rental Use,True
1411,2016,Ford,F-150,XL Regular Cab 8.0' Box RWD,Saint Augustine,FL,"28,235","$23,991",Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1412,2018,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Malvern,AR,"32,560","$49,249",Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Black,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1413,2017,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Boise,ID,"30,631","$28,995",Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1414,2018,Hyundai,Elantra,SEL 2.0L Sedan Automatic (SULEV),Merced,CA,"84,511","$14,995",Sedan,Scarlet Red,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Mixed Use,True
1415,2020,Toyota,Corolla,LE CVT,Elmsford,NY,"46,754","$16,990",Sedan,Celestite,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use,True
1416,2018,Chevrolet,Tahoe,LT RWD,Nacogdoches,TX,"79,115","$39,400",SUV,Black,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
1417,2019,Lexus,RX,RX 350 FWD,San Antonio,TX,"28,439","$44,995",SUV,Eminent White Pearl,Parchment,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1418,2016,Kia,Optima,LX,Fort Worth,TX,"74,233","$14,995",Sedan,Ebony Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1419,2020,Toyota,Corolla,LE CVT,Tampa,FL,"51,279","$19,070",Sedan,Super White,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
1420,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Abilene,TX,"41,944","$31,500",Pickup Truck,Oxford White,Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1421,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Mesa,AZ,"26,287","$33,500",Pickup Truck,Red,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1422,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Naperville,IL,"19,693","$40,833",Pickup Truck,Maximum Steel Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1423,2010,Toyota,Prius,Two,Macon,GA,"147,000","$6,600",Sedan,Black,Gray,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,2,Clean,2,Fleet Use,True
1424,2014,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Saline,MI,"138,575","$18,988",Pickup Truck,Tuxedo Black Metallic,Steel Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,3,Fleet Use,True
1425,2019,GMC,Acadia,SLE with SLE-1 FWD,Sea Girt,NJ,"102,887","$19,935",SUV,Quicksilver Metallic,Jet Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1426,2017,Chevrolet,Malibu,LT with 1LT,San Antonio,TX,"71,017","$17,500",Sedan,Mosaic Black Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1427,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Hicksville,OH,"28,177","$39,595",Pickup Truck,Ingot Silver Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1428,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Laguna Niguel,CA,"31,610","$31,355",Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1429,2016,Dodge,Journey,SXT FWD,Ocala,FL,"88,345","$13,751",SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1430,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Indianapolis,IN,"92,465","$29,500",Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1431,2019,Dodge,Charger,GT RWD,El Paso,TX,"20,798","$33,495",Sedan,White Knuckle Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
1432,2018,Toyota,RAV4,XLE FWD,Miami,FL,"35,604","$24,990",SUV,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1433,2018,Ford,F-150,XL Regular Cab 6.5' Box 4WD,Colorado Springs,CO,"119,091","$22,995",Pickup Truck,White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1434,2011,Ford,Super Duty F-250,"XL Crew Cab 156"" 4WD",San Diego,CA,"60,972","$25,222",Pickup Truck,White,Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
1435,2016,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",San Angelo,TX,"74,043","$33,499",Pickup Truck,Bright Silver Metallic Clearcoat,Black,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,1,Personal Use,True
1436,2019,Volkswagen,Jetta,SE Automatic,Fort Walton Beach,FL,"47,589","$19,995",Sedan,Black Uni,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1437,2012,Ford,Edge,SEL FWD,Los Angeles,CA,"135,633","$7,500",SUV,Black,Unknown,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use,True
1438,2017,Jeep,Wrangler,Unlimited Rubicon,Columbia,TN,"71,842","$35,891",SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
1439,2019,Jeep,Cherokee,Limited 4WD,Ramsey,NJ,"47,843","$25,000",SUV,Bright White Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1440,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Anchorage,AK,"32,243","$38,995",Pickup Truck,Blue,Unknown,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1441,2017,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Marysville,WA,"25,131","$43,999",Pickup Truck,Gray,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1442,2017,Ford,Fusion,SE FWD,Roseville,CA,"67,869","$16,997",Sedan,White Platinum Metallic Tri-Coat,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1443,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Deland,FL,"44,436","$31,236",Pickup Truck,Shadow Black,Medium Earth Gray,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1444,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Cincinnati,OH,"44,936","$35,999",Pickup Truck,Siren Red Tintcoat,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Fleet Use,True
1445,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Tinley Park,IL,"42,257","$38,771",Pickup Truck,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1446,2013,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Wilmington,NC,"311,094","$10,900",Pickup Truck,Gray,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
1447,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Milwaukee,WI,"83,166","$30,997",Pickup Truck,Guard Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
1448,2018,Kia,Optima,LX,Gardena,CA,"26,698","$19,845",Sedan,Snow White Pearl,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1449,2015,BMW,5 Series,535d Sedan RWD,San Jose,CA,"60,268","$20,993",Sedan,Glacier Silver Metallic,Venetian Beige,3.0L Inline-6 Diesel Turbocharged,RWD,Diesel,Automatic,0,Clean,1,Personal Use,True
1450,2015,Chrysler,200,Limited FWD,Schertz,TX,"65,306","$14,987",Sedan,Bright White Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1451,2018,BMW,3 Series,330i Sedan RWD,San Francisco,CA,"19,485","$28,995",Sedan,Alpine White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1452,2018,Jeep,Wrangler,Unlimited Sport (JL),Santa Cruz,CA,"26,669","$38,112",SUV,Sting-Gray Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1453,2018,Toyota,Highlander,SE V6 FWD,Dallas,TX,"95,190","$30,052",SUV,White,Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1454,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Miami,FL,"4,509","$46,998",Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1455,2019,Jeep,Cherokee,Limited 4WD,Glen Mills,PA,"17,599","$32,331",SUV,Bright White Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1456,2018,Ford,Explorer,XLT 4WD,Grand Rapids,MI,"57,495","$30,990",SUV,Magnetic Metallic,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
1457,2014,Ram,1500,"Big Horn Crew Cab 6'4"" Box 4WD",Addison,IL,"240,683","$13,950",Pickup Truck,Bright Silver Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1458,2018,Jeep,Compass,Latitude 4WD,Middle Village,NY,"45,645","$20,495",SUV,White Clearcoat,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1459,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Harrisonville,MO,"142,472","$25,000",Pickup Truck,Red,Medium Light Camel,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,3,Personal Use,True
1460,2018,Nissan,Rogue,SL AWD,Keyport,NJ,"26,234","$26,495",SUV,Pearl White,Almond,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1461,2018,Ram,1500,Tradesman 4x4 Reg Cab 8' Box,Santa Fe,NM,"81,440","$20,000",Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
1462,2017,Jeep,Cherokee,Latitude FWD,Mcallen,TX,"54,881","$18,346",SUV,Bright White Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
1463,2016,Hyundai,Elantra,SE Sedan Automatic,Hot Springs National Park,AR,"113,658","$10,456",Sedan,Quartz White Pearl,Beige,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
